commune_nom;voie_nom;commune_insee
Paris;Cour de la Métairie;75120
Paris;Rue du Général de Boissieu;75115
Paris;214P1 Rue d'Aubervilliers;75119
Paris;Passage Savart;75120
Paris;Rue du Général Bertrand;75107
Paris;25P2 Rue Bernard Buffet;75117
Paris;Cité de la Chapelle;75118
Paris;Avenue Delcassé;75108
Paris;Rue de Guébriant;75120
Paris;Rue Georges Auric;75119
Paris;Rue Yéo Thomas;75113
Paris;Square du Laonnais;75119
Paris;Rue du Pont de Lodi;75106
Paris;20P6 Boulevard Kellermann;75113
Paris;Pont Royal;75107
Paris;Quai de Gesvres;75104
Paris;Passage du Havre;75109
Paris;Galerie de Nemours;75101
Paris;Boulevard de Bonne Nouvelle;75102
Paris;Quai de l'Horloge;75101
Paris;Voie Ch/17;75117
Paris;Voie Ai/12;75112
Paris;Avenue David Weill;75114
Paris;Cité Falguière;75115
Paris;Rue Modigliani;75115
Paris;Impasse des Bourdonnais;75101
Paris;Rue Germaine Poinso-Chapuis;75118
Paris;Rue du Figuier;75104
Paris;Rue Alfred de Vigny;75117
Paris;Avenue Boudon;75116
Paris;147P1 Rue de Crimée;75119
Paris;Rue Marsollier;75102
Paris;Port de Solférino;75107
Paris;1P1 Rue du Cotentin;75115
Paris;Allée Arthur Honegger;75119
Paris;Place Mélina Mercouri;75120
Paris;Place Ovida Delect;75104
Paris;2S1 Rue Pierre Rebière;75117
Paris;Cité Malesherbes;75109
Paris;Rue Louise Hervieu;75112
Paris;Rue Lucien Leuwen;75120
Paris;Rue Madeleine Brès;75113
Paris;Rue Thorel;75102
Paris;Rue André Pascal;75116
Paris;Passage Dombasle;75115
Paris;Villa Herran;75116
Paris;Impasse Baudran;75113
Paris;Rue Montbrun;75114
Paris;Impasse Saint-Vincent;75119
Paris;Avenue Pierre Masse;75114
Paris;Passage Ganneron;75118
Paris;Rue des Archives;75104
Paris;11P3 Rue Saint-Blaise;75120
Paris;Rue des Liserons;75113
Paris;Rue Marie Skobtsov;75115
Paris;54P7 Boulevard Berthier;75117
Paris;Arcades des Champs Elysées;75108
Paris;Rue Elisa Borey;75120
Paris;Place de Passy;75116
Paris;Place Victor et Hélène Basch;75114
Paris;Rue Adolphe Mille;75119
Paris;Passage Briare;75109
Paris;Place de Clichy;75108
Paris;Rue du Chaffault;75112
Paris;Passage Salarnier;75111
Paris;Voie G/13;75113
Paris;Rue Perronet;75107
Paris;Rue de la Grange Batelière;75109
Paris;Avenue Courteline;75112
Paris;Parvis Notre-Dame Place Jean-Paul II;75104
Paris;Rue Clovis;75105
Paris;Rue Chomel;75107
Paris;Rue Boulay;75117
Paris;Place de Breteuil;75115
Paris;Rue Servan;75111
Paris;Avenue de la Porte de Montrouge;75114
Paris;Rue de Nice;75111
Paris;Rue André Danjon;75119
Paris;Rue Miollis;75115
Paris;Passage Dudouy;75111
Paris;Rue Desprez;75114
Paris;Rue Cochin;75105
Paris;Place Félix Eboué;75112
Paris;Rue Paul Meurice;75120
Paris;Rue Gobert;75111
Paris;Voie B/11;75111
Paris;Cité du Sacré-Coeur;75118
Paris;Rue Saint-Florentin;75101
Paris;Place Emile Landrin;75120
Paris;Rue du Cotentin;75115
Paris;Rue de Navarin;75109
Paris;Rue Rouget de l'Isle;75101
Paris;Quai Saint-Michel;75105
Paris;Rue Alfred Stevens;75109
Paris;Villa Soutine;75114
Paris;Voie Ad/18;75118
Paris;Place Maubert;75105
Paris;Rue Maurice Loewy;75114
Paris;Rue des Barres;75104
Paris;Cité du Palais Royal de Belleville;75119
Paris;Rue Tristan Tzara;75118
Paris;Place du Trocadéro et du Onze Novembre;75116
Paris;Square Brizeux;75120
Paris;Square Masséna;75113
Paris;Voie B/15;75115
Paris;Rue de la Pierre Levée;75111
Paris;Rue Harpignies;75120
Paris;Rue Robert Planquette;75118
Paris;Rue Benjamin Constant;75119
Paris;Rue Dautancourt;75117
Paris;Rue Cantagrel;75113
Paris;Voie S/16;75116
Paris;Rue Edmond About;75116
Paris;Voie N/11;75111
Paris;Passage Nafissa Sid Cara;75119
Paris;Place du Vénézuela;75116
Paris;Rue Victorien Sardou;75116
Paris;Place Paul Verlaine;75113
Paris;Avenue Yves du Manoir;75117
Paris;Rue Lasson;75112
Paris;Avenue de Valois;75108
Paris;Rond-point Saint-Charles;75115
Paris;Passage Verdeau;75109
Paris;1S10 Cité Durmar;75111
Paris;Rue Van Gogh;75112
Paris;Avenue de la Porte de Plaisance;75115
Paris;Cour Saint-Louis;75111
Paris;Rue José-Maria de Hérédia;75107
Paris;Rue Eugène Reisz;75120
Paris;Square Jean Thébaud;75115
Paris;Villa Deshayes;75114
Paris;Rue des Coutures Saint-Gervais;75103
Paris;Cité Véron;75118
Paris;Cité Joly;75111
Paris;Rue Vignon;75108
Paris;Passage du Marché;75110
Paris;Villa Riberolle;75120
Paris;Avenue de l'Observatoire;75106
Paris;Avenue de Montmorency;75116
Paris;Rue des Tapisseries;75117
Paris;Rue de l'Adjudant Réau;75120
Paris;Place des Vosges;75104
Paris;Allée des Cygnes;75115
Paris;Voie R/19;75119
Paris;30Z1 Avenue de la Porte de Montmartre;75118
Paris;Passage Saint-Sabin;75111
Paris;Place du Château Rouge;75118
Paris;Rue Viète;75117
Paris;Rue Perrée;75103
Paris;Square Moncey;75109
Paris;Rue Monticelli;75114
Paris;Rue des Périchaux;75115
Paris;5P2 Passerelle Marcelle Henry;75117
Paris;Rue Alfred Durand-Claye;75114
Paris;Place Possoz;75116
Paris;Rue Mouton-Duvernet;75114
Paris;Rue de l'Egalité;75119
Paris;Rue Paul Séjourné;75106
Paris;15P3 Rue Pierre Larousse;75114
Paris;Rue Alibert;75110
Paris;Impasse Nansouty;75114
Paris;Rue de Phalsbourg;75117
Paris;Place Henri Langlois;75113
Paris;Allée de la Deuxième D.B.;75114
Paris;Rue Henri Noguères;75119
Paris;Rue Paul Dukas;75112
Paris;Avenue de Fontenay;75112
Paris;Square du Massif Central;75112
Paris;Rue de la Tacherie;75104
Paris;Square du Croisic;75115
Paris;Allée Adrienne Lecouvreur;75107
Paris;16P1 Passage Saint-Ange;75117
Paris;Impasse Beaubourg;75103
Paris;Route de la Plaine;75112
Paris;Cité du Rendez-Vous;75112
Paris;Rue Alexandre de Humboldt;75119
Paris;Rue Tournus;75115
Paris;Rue Rondelet;75112
Paris;Rue des Ursulines;75105
Paris;Passage de Verdun;75119
Paris;Rue Vaucanson;75103
Paris;Rue de la Montagne de l'Espérou;75115
Paris;Rue Vergniaud;75113
Paris;Rue de l'Abbé Gillet;75116
Paris;Rue de Lota;75116
Paris;Passage Sigaud;75113
Paris;Rue du Mail;75102
Paris;Villa de Bellevue;75119
Paris;Rue Joubert;75109
Paris;Rue de Beauce;75103
Paris;54P7 Rue du Château;75114
Paris;Avenue du Président Wilson;75116
Paris;Rue Geoffroy l'Asnier;75104
Paris;Rue des Fougères;75120
Paris;Rue Marie Rose;75114
Paris;Rue du Fer à Moulin;75105
Paris;Passage Lepic;75118
Paris;Rue Lapeyrère;75118
Paris;Esplanade du 9 Novembre 1989;75115
Paris;2Z1 Place Paul Tortelier;75117
Paris;Rue Racine;75106
Paris;Impasse Saint-Paul;75120
Paris;25P7 Avenue d'Ivry;75113
Paris;Voie Bt/18;75118
Paris;Allée Professeur Jean Bernard;75110
Paris;Voie B/18;75118
Paris;Avenue des Chasseurs;75117
Paris;Rue de la Poterne des Peupliers;75113
Paris;Villa Sonatine;75119
Paris;Rue Riboutté;75109
Paris;Rue Ortolan;75105
Paris;Route de la Pompadour;75112
Paris;23U1 Rue Watt;75113
Paris;Rue des Iris;75113
Paris;Rue des Trois Bornes;75111
Paris;Rue Pétrarque;75116
Paris;Rue Guénot;75111
Paris;Passage Vandrezanne;75113
Paris;Villa des Gobelins;75113
Paris;Rue Lhuillier;75115
Paris;Rue Quincampoix;75103
Paris;Place Tristan Bernard;75117
Paris;Place Augusta Holmes;75113
Paris;Villa des Nymphéas;75120
Paris;Place Jussieu;75105
Paris;Rue des Minimes;75103
Paris;Rue de la Petite Pierre;75111
Paris;Cour du Bel Air;75112
Paris;Rue du Colonel Manhès;75117
Paris;Passage Bourgoin;75113
Paris;Rue Chardin;75116
Paris;16P3 Rue Georges Picquart;75117
Paris;Rue Louis Vierne;75117
Paris;Rue François Pinton;75119
Paris;Rue Léopold Robert;75114
Paris;Boulevard de Port-Royal;75114
Paris;Square Leibniz;75118
Paris;Villa de la Renaissance;75119
Paris;Rue Cyrano de Bergerac;75118
Paris;Place Adolphe Max;75109
Paris;Rue du Docteur Goujon;75112
Paris;Impasse Pixérécourt;75120
Paris;Impasse Orfila;75120
Paris;Rue Sarasate;75115
Paris;Rue Gozlin;75106
Paris;Passage de la Duée;75120
Paris;Avenue du Père Lachaise;75120
Paris;Rue des Jardins Saint-Paul;75104
Paris;Rue Mignet;75116
Paris;Boulevard Montmartre;75109
Paris;Avenue Dode de la Brunerie;75116
Paris;Villa Jean Godard;75112
Paris;Voie Bd/16;75116
Paris;Impasse Cels;75114
Paris;Cité du Couvent;75111
Paris;Voie Bg/16;75116
Paris;Avenue de la Porte de Pantin;75119
Paris;Passage Basfroi;75111
Paris;Villa Manin;75119
Paris;Avenue Ruysdaël;75108
Paris;Rue Barbanègre;75119
Paris;Rue des Forges;75102
Paris;Avenue du Trône;75111
Paris;Rue des Nanettes;75111
Paris;Rue de Villafranca;75115
Paris;Rue Thomire;75113
Paris;Rue Budé;75104
Paris;Rue Paul Abadie;75118
Paris;Rue Papillon;75109
Paris;Rue Victor Chevreuil;75112
Paris;Rue Voltaire;75111
Paris;Rue de l'Elysée Ménilmontant;75120
Paris;Rue Rochebrune;75111
Paris;Rue Etienne Marcel;75102
Paris;Passage de Ménilmontant;75111
Paris;Rue de la Croix Moreau;75118
Paris;Avenue de Saint-Cloud;75116
Paris;Rue Joséphine;75118
Paris;Rue de la Nouvelle-Calédonie;75112
Paris;Rue Mario Nikis;75115
Paris;Square Grangé;75113
Paris;Villa Stendhal;75120
Paris;Avenue du Recteur Poincaré;75116
Paris;Villa des Roses;75118
Paris;Rue de Quatrefages;75105
Paris;Place de la Bourse;75102
Paris;Rue Charles Baudelaire;75112
Paris;Rue de l'Ambroisie;75112
Paris;Rue de l'Ecole Polytechnique;75105
Paris;Rue Aubry Le Boucher;75104
Paris;Rue du Général de Langle de Cary;75112
Paris;Impasse du Cadran;75118
Paris;Rue Louis Codet;75107
Paris;Rue Coq Héron;75101
Paris;Avenue de Neuilly;75116
Paris;Rue Bernard Tétu;75119
Paris;Rue Ernest Lefébure;75112
Paris;Rue Gaston Tissandier;75118
Paris;Avenue des Gobelins;75105
Paris;Villa Chanez;75116
Paris;Rue Jean du Bellay;75104
Paris;Rue Deguerry;75111
Paris;Rue Santerre;75112
Paris;Rue de Chéroy;75117
Paris;Passage de l'Industrie;75110
Paris;Villa de la Grande Armée;75117
Paris;Rue Jean-François Gerbillon;75106
Paris;Villa Etienne Marey;75120
Paris;Impasse de la Jonquière;75117
Paris;Rue Saint-Nicolas;75112
Paris;1S1 Rue Lefebvre;75115
Paris;Allée Alexandre Vialatte;75113
Paris;Allée de Fontainebleau;75119
Paris;Rue Eugénie Legrand;75120
Paris;Allée Marguerite Yourcenar;75115
Paris;Rue de la Paix;75102
Paris;Square Monceau;75117
Paris;Rue Auguste Barbier;75111
Paris;Villa Jean-Baptiste Luquet;75115
Paris;Boulevard de la Somme;75117
Paris;Impasse Cordon-Boussard;75120
Paris;Villa de la Faisanderie;75116
Paris;Villa Saint-Michel;75118
Paris;Rue Eugène Fournière;75118
Paris;Rue Jacquemont;75117
Paris;Place Carrée;75101
Paris;Rue Chernoviz;75116
Paris;Impasse d'Antin;75108
Paris;Voie Af/16;75116
Paris;Rue de Valenciennes;75110
Paris;Cité de Chabrol;75110
Paris;Rue Marietta Martin;75116
Paris;Rue Montorgueil;75101
Paris;Rue Bernard Palissy;75106
Paris;Villa des Guignières;75116
Paris;Rue Joseph Kessel;75112
Paris;Rue Dominique Pado;75115
Paris;Villa Alexandre Ribot;75119
Paris;Rue Tronson du Coudray;75108
Paris;Rue du Général Langlois;75116
Paris;Square de la Gascogne;75120
Paris;Square Malherbe;75116
Paris;Rue des Dunes;75119
Paris;Rue Cloche Perce;75104
Paris;Passage des Entrepreneurs;75115
Paris;Cité d'Antin;75109
Paris;Passage Châtelet;75117
Paris;Rue Edgar Varèse;75119
Paris;Rue de Trétaigne;75118
Paris;Avenue Frédéric Le Play;75107
Paris;Impasse Nationale;75113
Paris;Villa de Longchamp;75116
Paris;Rue Sauval;75101
Paris;Rue du Baigneur;75118
Paris;Rue des Suisses;75114
Paris;Rue Cail;75110
Paris;Square du Nouveau Belleville;75120
Paris;Rue Gustave Larroumet;75115
Paris;Impasse Bouvart;75105
Paris;Rue Bernard de Ventadour;75114
Paris;Rue d'Abbeville;75110
Paris;Rue Henry de Jouvenel;75106
Paris;Place de Breteuil;75107
Paris;Rue Augustin Thierry;75119
Paris;Place Cecile Brunschvicg;75118
Paris;Rue Oswaldo Cruz;75116
Paris;Rue Théodore-Hamont;75112
Paris;194P3 Rue d'Aubervilliers;75119
Paris;Rue Jules Verne;75111
Paris;Rue des Bourdonnais;75101
Paris;Rue Cretet;75109
Paris;Place des Alpes;75113
Paris;Allée des Justes Parmi les Nations;75104
Paris;Rue Gauguet;75114
Paris;Rue de l'Elysée;75108
Paris;Rue Fanny;75117
Paris;Rue de Cambrai;75119
Paris;Square Albin Cachot;75113
Paris;Place du Colonel Fabien;75119
Paris;Rue de la Santé;75114
Paris;Rue de Latran;75105
Paris;Place du Dix-Neuf Mars 1962;75112
Paris;Chemin des Gravilliers;75116
Paris;Voie Bk/18;75118
Paris;Place d'Israël;75117
Paris;Rue de l'Atlas;75119
Paris;Passage Saint-Vivant;75112
Paris;Boulevard Saint-Denis;75102
Paris;7U3 Place Grace Murray Hopper;75113
Paris;Voie C/19;75119
Paris;Place Hubert Curien;75105
Paris;Voie Bb/17;75117
Paris;Villa d'Orléans;75114
Paris;Rue Baste;75119
Paris;Rue Léon Schwartzenberg;75110
Paris;Rue de la Trinité;75109
Paris;Place Alfred Sauvy;75115
Paris;Rue d'Aguesseau;75108
Paris;Voie Dd/12;75120
Paris;Rue du Colonel Dominé;75113
Paris;Rue de Viarmes;75101
Paris;Place Marc Bloch;75120
Paris;Impasse des Carrières;75116
Paris;12P1 Passage Saint-Ange;75117
Paris;Rue Daunou;75102
Paris;21P3 Rue de la Solidarité;75119
Paris;Rue Edmond Roger;75115
Paris;Rue Vignon;75109
Paris;Rue de Rambouillet;75112
Paris;Avenue de Champaubert;75115
Paris;Square Henri Delormel;75114
Paris;Rue Pierre Dupont;75110
Paris;Passage des Patriarches;75105
Paris;Rue Camille Pissarro;75117
Paris;Passage du Poteau;75118
Paris;Rue Georges Saché;75114
Paris;Rue Henry de Bournazel;75114
Paris;Allée Rimski-Korsakov;75118
Paris;Rue Gustave Courbet;75116
Paris;Voie Ab/20;75120
Paris;Villa Compoint;75117
Paris;Rue Titon;75111
Paris;Place du Général Cochet;75119
Paris;Rue Poulbot;75118
Paris;Rue Saint-Thomas d'Aquin;75107
Paris;Passage de Crimée;75119
Paris;Impasse Gomboust;75101
Paris;Rue Méchain;75114
Paris;Rue de Bretonvilliers;75104
Paris;Rue Pasteur;75111
Paris;Rue Belidor;75117
Paris;22P4 Boulevard Kellermann;75113
Paris;Passage Sainte-Avoie;75103
Paris;Ruelle de la Planchette;75112
Paris;Rue de Capri;75112
Paris;Villa Aublet;75117
Paris;Rue Dulaure;75120
Paris;Pont Neuf;75101
Paris;Cité Condorcet;75109
Paris;Place du Châtelet;75101
Paris;Rue Charles Lamoureux;75116
Paris;Rue Pierre Bonnard;75120
Paris;Rue Fernand Cormon;75117
Paris;Rue du Général Guilhem;75111
Paris;Cité Charles Godon;75109
Paris;Villa Nieuport;75113
Paris;Rue Casimir Delavigne;75106
Paris;Avenue Delecourt;75115
Paris;Place Edouard Renard;75112
Paris;Rue de Perceval;75114
Paris;Rue de la Comète;75107
Paris;Boulevard Bourdon;75104
Paris;Rue Paul Baudry;75108
Paris;Rue Cournot;75115
Paris;Rue Montgallet;75112
Paris;Rue du Vieux Colombier;75106
Paris;Square Vitruve;75120
Paris;Villa Nicolas de Blégny;75111
Paris;Square André Dreyer;75113
Paris;Passage Roland Topor;75110
Paris;Voie F/15;75115
Paris;Place André Malraux;75101
Paris;Boulevard de Bonne Nouvelle;75110
Paris;Rue Frédéric Schneider;75118
Paris;Allée Gabrielle d'Estrées;75119
Paris;Place du Général Ingold;75119
Paris;Avenue de la Porte de Saint-Ouen;75118
Paris;34U1 Avenue de France;75113
Paris;Rue de Damiette;75102
Paris;Rue du Lunain;75114
Paris;Rue Alphonse Aulard;75119
Paris;7S1 Place du Carrousel;75101
Paris;Place Albert Kahn;75118
Paris;Place Alfred Dreyfus;75115
Paris;Rue Pleyel;75112
Paris;Voie F/14;75114
Paris;Rue de Plélo;75115
Paris;Rue de Berne;75108
Paris;Pont de la Concorde;75107
Paris;Voie M/16;75116
Paris;Voie Gq/13;75113
Paris;Passage Reilhac;75110
Paris;Galerie de Chartres;75101
Paris;Rue Edouard Fournier;75116
Paris;Impasse Dany;75108
Paris;Rue Eugène Spuller;75103
Paris;Rue du Prévôt;75104
Paris;Quai Voltaire;75107
Paris;Rue Gerbier;75111
Paris;Rue Eugène Millon;75115
Paris;Cité de l'Ameublement;75111
Paris;Place de l' Europe-Simone Veil;75108
Paris;76S2 Avenue du Président Kennedy;75116
Paris;Rue Emmanuel Chauvière;75115
Paris;Rue Pierre Haret;75109
Paris;Rue Scipion;75105
Paris;Rue Hippolyte Maindron;75114
Paris;Rue du Docteur Magnan;75113
Paris;Rue du Gril;75105
Paris;Ruelle Fraisier;75112
Paris;Rue de Mazagran;75110
Paris;Rue du Général Beuret;75115
Paris;Rue Bervic;75118
Paris;Rue des Pâtures;75116
Paris;Villa Robert Lindet;75115
Paris;192S13 Rue d'Aubervilliers;75119
Paris;Avenue de la Porte de Ménilmontant;75120
Paris;Rue Boris Vian;75118
Paris;Rue Rosa Bonheur;75115
Paris;Rue Montgolfier;75103
Paris;Rue Marie-Louise Dubreil-Jacotin;75113
Paris;Passage des Gravilliers;75103
Paris;Place de Colombie;75116
Paris;Rue Sivel;75114
Paris;Rue Jarry;75110
Paris;Cité Férembach;75117
Paris;Rue de Hanovre;75102
Paris;Rue Pestalozzi;75105
Paris;Rue du Docteur Landouzy;75113
Paris;Rue André Mazet;75106
Paris;Rue de Jessaint;75118
Paris;Passage Desgrais;75119
Paris;Square du Vermandois;75119
Paris;Rue Calmels Prolongée;75118
Paris;Rue Charles Delescluze;75111
Paris;Impasse de Bergame;75120
Paris;Square Lagarde;75105
Paris;Rue Borromée;75115
Paris;Rue François Bonvin;75115
Paris;Rue Simon Le Franc;75104
Paris;Rue Chevreul;75111
Paris;Cour de la Ferme Saint-Lazare;75110
Paris;Avenue Frémiet;75116
Paris;Passage Duris;75120
Paris;Rue du Père Julien Dhuit;75120
Paris;Route de la Brasserie;75112
Paris;Rue de Galliera;75116
Paris;Villa Murat;75116
Paris;Impasse Sainte-Monique;75118
Paris;Impasse des Prêtres;75116
Paris;Rue Olivier Noyer;75114
Paris;Voie V/20;75120
Paris;Passage Chaussin;75112
Paris;Port des Célestins;75104
Paris;Place des Combattants en Afrique du Nord;75112
Paris;Rue Valentin Haüy;75115
Paris;Rue Laure Surville;75115
Paris;Passage du Ponceau;75102
Paris;Villa des Trois Couronnes;75120
Paris;Rue Jules Simon;75115
Paris;Square des Ecrivains Combattants Morts pour la France;75116
Paris;Rue Bretonneau;75120
Paris;Voie Cc/15;75115
Paris;Rue Dieudonné Costes;75113
Paris;Impasse Molin;75118
Paris;Voie E/18;75118
Paris;Voie Fk/20;75120
Paris;Rue Albert Camus;75110
Paris;Square Chauré;75120
Paris;Voie D/7;75107
Paris;Rue Pierre Quillard;75120
Paris;Rue Sainte-Foy;75102
Paris;Passage Jaillot;75105
Paris;Rue Samson;75113
Paris;Square de la Tour-Maubourg;75107
Paris;Rue Fernand Foureau;75112
Paris;Rue Van Loo;75116
Paris;22P2 Rue des Tennis;75118
Paris;Voie Bu/20;75120
Paris;Route du Grand Prieur;75112
Paris;Square Emmanuel Chabrier;75117
Paris;Rue Jacques Bingen;75117
Paris;192S3 Rue d'Aubervilliers;75119
Paris;Rue Bernard de Clairvaux;75103
Paris;Rue Lancret;75116
Paris;Quai Henri IV;75104
Paris;Place de la Porte de Montreuil;75120
Paris;Route Nouvelle;75112
Paris;Avenue Vion-Whitcomb;75116
Paris;Passage Barthélemy;75110
Paris;Rue de Parme;75109
Paris;Rue Versigny;75118
Paris;Hameau la Fontaine;75116
Paris;Rue Torricelli;75117
Paris;Rue Houdart;75120
Paris;Place du Pont Neuf;75101
Paris;Passage Chanvin;75113
Paris;Voie Bg/19;75119
Paris;Villa Gabriel;75115
Paris;Rue Henry Monnier;75109
Paris;Rue Chauchat;75109
Paris;Rue Beudant;75117
Paris;Place Monge;75105
Paris;Rue de Valence;75105
Paris;Avenue Rodin;75116
Paris;Rue de la Parcheminerie;75105
Paris;Rue Thénard;75105
Paris;Passage de la Canopée;75101
Paris;Rue des Sept Arpents;75119
Paris;Place de Fontenoy - Unesco;75107
Paris;1P1 Passage Doisy;75117
Paris;Place de l'Adjudant Vincenot;75120
Paris;Voie Co/12;75112
Paris;Rue Berenice Abbott;75113
Paris;Boulevard du Fort de Vaux;75117
Paris;Rue Louis Vicat;75115
Paris;Péristyle de Valois;75101
Paris;Passage Joanès;75114
Paris;Villa Garnier;75115
Paris;Rue de Lutèce;75104
Paris;Avenue Gustave V de Suède;75116
Paris;Place Georges Mulot;75115
Paris;Rue de Vintimille;75109
Paris;Voie F/16;75116
Paris;Passage Stendhal;75120
Paris;Rue Bayard;75108
Paris;Rue du Docteur Labbé;75120
Paris;Porte Saint-Eustache;75101
Paris;Rue de Solférino;75107
Paris;Square Claude Debussy;75117
Paris;Rue de Nevers;75106
Paris;Impasse Popincourt;75111
Paris;Place Claude Bourdet;75113
Paris;Impasse Saint-Sébastien;75111
Paris;1S6 Cité Durmar;75111
Paris;Voie Be/14;75114
Paris;Villa Georgina;75120
Paris;Rue Etienne Jodelle;75118
Paris;Voie Bh/16;75116
Paris;Rue Houdart de Lamotte;75115
Paris;Voie Ec/20;75120
Paris;Place Saint-Georges;75109
Paris;Place Charles Dullin;75118
Paris;Rue Jules Claretie;75116
Paris;Rue Sisley;75117
Paris;Rue Mornay;75104
Paris;Rue d'Ecosse;75105
Paris;Rue du Cherche-Midi;75115
Paris;Rue Gaillon;75102
Paris;Rue du Moulin des Lapins;75114
Paris;Rue Pierre Gourdault;75113
Paris;Voie A/12;75112
Paris;Rue des Ciseaux;75106
Paris;Rue Désiré Ruggieri;75118
Paris;Rue de l'Empereur Valentinien;75114
Paris;Rue du Cardinal Guibert;75118
Paris;Place Pinel;75113
Paris;Rue René Ravaud;75115
Paris;Square de l'Aide Sociale;75114
Paris;Rue Colette Magny;75119
Paris;Rue des Anglais;75105
Paris;Passage Tourlaque;75118
Paris;Place Paul Eluard;75118
Paris;Rue Léon Delagrange;75115
Paris;Rue du Commandant Guilbaud;75116
Paris;Square Alice;75114
Paris;Place Raoul Follereau;75110
Paris;Rue Leroi Gourhan;75115
Paris;Rue Valéry Larbaud;75113
Paris;Allée de la Garance;75119
Paris;Rue Jean-Baptiste Say;75109
Paris;Rue Jacques Kablé;75118
Paris;Rue Desargues;75111
Paris;Rue Lucien Bossoutrot;75115
Paris;Rue de Chantilly;75109
Paris;Impasse Suez;75120
Paris;Rue Louise Bourgeois;75113
Paris;Rue Elzévir;75103
Paris;Rue Beaurepaire;75110
Paris;Place Saint-Ferdinand;75117
Paris;Passage des Crayons;75113
Paris;Rue Lamennais;75108
Paris;Place de la Porte Maillot;75116
Paris;Rue Mignard;75116
Paris;Carrefour de Beauté;75112
Paris;Rue Jean Formigé;75115
Paris;Place du Docteur Antoine Béclère;75112
Paris;Rue Elsa Morante;75113
Paris;Place Louis Lépine;75104
Paris;Passage Rimbaut;75114
Paris;Rue Paul Crampel;75112
Paris;Rue Donizetti;75116
Paris;Passage Ruelle;75118
Paris;Impasse Baudricourt;75113
Paris;Passage Alfred Stevens;75109
Paris;Place du Cardinal Amette;75115
Paris;Rue Martin Garat;75120
Paris;22Z1 Rue Pajol;75118
Paris;Rue Saint-Luc;75118
Paris;Rue du Cloître Notre-Dame;75104
Paris;62P1 Rue du Sahel;75112
Paris;Avenue du Général Dodds;75112
Paris;Place de Port-Au-Prince;75113
Paris;Square Léon Guillot;75115
Paris;Villa du Clos de Malevart;75111
Paris;Place Vauban;75107
Paris;Rue d'Alençon;75115
Paris;Rue Moreau;75112
Paris;Rue Tagore;75113
Paris;Place du Tertre;75118
Paris;Rue de Marivaux;75102
Paris;Rue de Rocroy;75110
Paris;Rue de l'Abbaye;75106
Paris;Rue de l'Hirondelle;75106
Paris;Rue Charles Nodier;75118
Paris;Rue du Général Séré de Rivières;75114
Paris;Rue du Repos;75120
Paris;Rue du Général Guillaumat;75115
Paris;Voie Ch/15;75115
Paris;Villa Rimbaud;75119
Paris;Rue Tronchet;75109
Paris;Place Jean-Michel Basquiat;75113
Paris;Rue Castex;75104
Paris;Rue Marc Séguin;75118
Paris;Passage Lisa;75111
Paris;Place Prosper Goubaux;75108
Paris;Rue Rataud;75105
Paris;Rue du Général de Castelnau;75115
Paris;Rue Greneta;75103
Paris;Avenue Marcel Proust;75116
Paris;Square Arago;75113
Paris;Rue Jaïc Domergue;75117
Paris;Villa de Guelma;75118
Paris;Rue Berlioz;75116
Paris;Rue Guyton de Morveau;75113
Paris;Villa Molitor;75116
Paris;41P3 Boulevard de Douaumont;75117
Paris;Place du Maquis du Vercors;75120
Paris;Rue Boulle;75111
Paris;Rue du Docteur Laurent;75113
Paris;Rue du Général Niessel;75120
Paris;Place Cheikha Remitti;75118
Paris;Rue du Colonel Driant;75101
Paris;Rue de la Louisiane;75118
Paris;Rue de Pomereu;75116
Paris;Rue de la Main d'Or;75111
Paris;Rue Malher;75104
Paris;Rue du Boccador;75108
Paris;Place Paul Tortelier;75117
Paris;Voie E/6;75106
Paris;Galerie Feydeau;75102
Paris;Rue des Docteurs Augusta et Jules Dejerine;75120
Paris;Voie Db/19;75119
Paris;Villa Monceau;75117
Paris;Rue Marié-Davy;75114
Paris;Impasse des Cloÿs;75118
Paris;Rue de la Jussienne;75102
Paris;Place Jules Rimet;75116
Paris;Rue Champfleury;75107
Paris;Passage de la Ferme Saint-Lazare;75110
Paris;Avenue Théophile Gautier;75116
Paris;Villa de Lourcine;75114
Paris;Villa des Aigrettes;75119
Paris;Rue Chasseloup-Laubat;75115
Paris;Rue Demarquay;75110
Paris;Rue Laplace;75105
Paris;Rue Saint-Romain;75106
Paris;Rue de la Gare;75119
Paris;Rue Tournefort;75105
Paris;Place Saint-Michel;75106
Paris;Voie Bt/20;75120
Paris;Cité de Varenne;75107
Paris;Avenue Dorian;75112
Paris;Voie N/19;75119
Paris;19P6 Avenue de la Porte de la Villette;75119
Paris;Passage de Thionville;75119
Paris;Rue du Docteur Bourneville;75113
Paris;Rue Léon Cogniet;75117
Paris;Rue Wurtz;75113
Paris;Villa Léone;75114
Paris;Place de la Nation;75111
Paris;Passage Montgallet;75112
Paris;Rue François de Neufchâteau;75111
Paris;Rue Danville;75114
Paris;Rue de la Grenade;75119
Paris;Rue Albert Marquet;75120
Paris;Rue Bellier-Dedouvre;75113
Paris;Villa Saint-Charles;75115
Paris;Square de la Guyenne;75120
Paris;Rue du Petit Moine;75105
Paris;Rue de Toulouse;75119
Paris;Rue Méhul;75102
Paris;Rue Copernic;75116
Paris;Rue Bellini;75116
