commune_nom;voie_nom;commune_insee
Paris;Place Adrien Oudin;75109
Paris;Boulevard de Strasbourg;75110
Paris;Rue Floréal;75117
Paris;Avenue de la Bourdonnais;75107
Paris;Rue Santeuil;75105
Paris;Hameau Béranger;75116
Paris;Boulevard Marbeau;75116
Paris;Avenue Constant Coquelin;75107
Paris;Rue Pauline Kergomard;75120
Paris;Rue Lacépède;75105
Paris;Rue Taitbout;75109
Paris;Rue Rennequin;75117
Paris;Rue Duris;75120
Paris;Rue du Général Foy;75108
Paris;Rue Domat;75105
Paris;Rue Henri Poincaré;75120
Paris;Passage Charles Dallery;75111
Paris;Rue Lallier;75109
Paris;Sentier de Montempoivre;75112
Paris;Rue Gervex;75117
Paris;Avenue d'Iéna;75116
Paris;Rue d'Ouessant;75115
Paris;Rue des Dames;75117
Paris;Cité Hittorf;75110
Paris;Rue de l'Eure;75114
Paris;Square de Monsoreau;75120
Paris;Passage du Champ Marie;75118
Paris;Villa Championnet;75118
Paris;Rue du Perche;75103
Paris;Rue Henri Duvernois;75120
Paris;Place de l'Eglise de l'Assomption;75116
Paris;Rue Marmontel;75115
Paris;Rue Jean Robert;75118
Paris;Passage du Chantier;75112
Paris;Rue Sarrette;75114
Paris;Place de Rio de Janeiro;75108
Paris;Rue du Charolais;75112
Paris;Rue Fernand Braudel;75113
Paris;Rue Chrétien de Troyes;75112
Paris;Cité Riverin;75110
Paris;Rue Brézin;75114
Paris;Rue du Cygne;75101
Paris;Rue Haxo;75120
Paris;Passage Saint-Ange;75117
Paris;Rue Corvisart;75113
Paris;Cité Lepage;75119
Paris;Rue Royale;75108
Paris;Rue Paul Bodin;75117
Paris;Rue Le Vau;75120
Paris;Place de la Nation;75112
Paris;Rue Saint-Merri;75104
Paris;Allée Thomy-Thierry;75107
Paris;Rue Sedaine;75111
Paris;Rue Cauchy;75115
Paris;Rue Treilhard;75108
Paris;Passage National;75113
Paris;Quai de la Marne;75119
Paris;Rue Le Marois;75116
Paris;Boulevard du Bois Le Prêtre;75117
Paris;Rue de Tanger;75119
Paris;Avenue Hoche;75108
Paris;Impasse Delépine;75111
Paris;Rue de l'Ave Maria;75104
Paris;Boulevard Haussmann;75108
Paris;Rue des Oiseaux;75103
Paris;Rue de Jouy;75104
Paris;Avenue de Nogent;75112
Paris;Place Alphonse Deville;75106
Paris;Place Constantin Pecqueur;75118
Paris;Rue Leblanc;75115
Paris;Rue de Bazeilles;75105
Paris;Rue Frédéric Magisson;75115
Paris;Rue Meslay;75103
Paris;Rue Merlin;75111
Paris;Rue Francis de Miomandre;75113
Paris;Avenue de la Frillière;75116
Paris;Rue Didot;75114
Paris;Rue de Citeaux;75112
Paris;Passage Guilhem;75111
Paris;Rue de la Pépinière;75108
Paris;Rue Lakanal;75115
Paris;Boulevard Saint-Jacques;75114
Paris;Rue Honoré Chevalier;75106
Paris;Cité du Midi;75118
Paris;Place de l'Ecole Militaire;75107
Paris;Villa de Fontenay;75119
Paris;Villa Seurat;75114
Paris;Rue de la Charbonnière;75118
Paris;Rue de Mont-Louis;75111
Paris;Rue de Palestro;75102
Paris;Rue Philibert Delorme;75117
Paris;Rue Liancourt;75114
Paris;Rue Fortuny;75117
Paris;Rue François Millet;75116
Paris;Rue Albert Einstein;75113
Paris;Rue la Condamine;75117
Paris;Rue Michelet;75106
Paris;Rue du Docteur Charles Richet;75113
Paris;Rue du Transvaal;75120
Paris;Rue Couche;75114
Paris;Rue de Cronstadt;75115
Paris;Rue d'Arras;75105
Paris;Rue Emile Lepeu;75111
Paris;Rue Capron;75118
Paris;Rue de Poissy;75105
Paris;Passage Guénot;75111
Paris;Rue Debelleyme;75103
Paris;Rue Scribe;75109
Paris;Quai de la Rapée;75112
Paris;Avenue de la Porte de Montmartre;75118
Paris;Quai des Tuileries;75101
Paris;Rue de la Voûte;75112
Paris;Passage Saint-Jules;75118
Paris;Rue Jacques Louvel-Tessier;75110
Paris;Cité Bergère;75109
Paris;Rue de Tunis;75111
Paris;Rue des Pirogues de Bercy;75112
Paris;Rue Pradier;75119
Paris;Rue Laurence Savart;75120
Paris;Passage de l'Union;75107
Paris;Rue Cambronne;75115
Paris;Rue Davioud;75116
Paris;Rue Edouard Detaille;75117
Paris;Rue Boucry;75118
Paris;Rue du Général Malleterre;75116
Paris;Rue du Général Camou;75107
Paris;Rue Antoine-Julien Hénard;75112
Paris;Rue Commines;75103
Paris;Avenue de Saint-Mandé;75112
Paris;Place Marcel Achard;75119
Paris;Place Henri Bergson;75108
Paris;Rue Baudricourt;75113
Paris;Rue du Chalet;75110
Paris;Rue Jean Minjoz;75114
Paris;Voie Q/18;75118
Paris;Rue Marie-Éléonore de Bellefond;75109
Paris;Rue Dombasle;75115
Paris;Rue des Saussaies;75108
Paris;Cour Saint-Joseph;75111
Paris;Rue Caplat;75118
Paris;Rue Henner;75109
Paris;Place de Rungis;75113
Paris;Avenue de la Porte de Sèvres;75115
Paris;Rue François Mouthon;75115
Paris;Rue Jules Dumien;75120
Paris;Rue André Antoine;75118
Paris;Rue Herran;75116
Paris;Rue de Boulainvilliers;75116
Paris;Impasse Calmels;75118
Paris;Rue Dalayrac;75102
Paris;Avenue Joseph Bédier;75113
Paris;Rue de la Huchette;75105
Paris;Rue de Siam;75116
Paris;Rue Margueritte;75117
Paris;Cour Bérard;75104
Paris;Rue Bénard;75114
Paris;Rue Gambey;75111
Paris;Rue de Babylone;75107
Paris;Passage du Guesclin;75115
Paris;Rue des Renaudes;75117
Paris;Rue du Capitaine Lagache;75117
Paris;Rue de la Source;75116
Paris;Rue Jean Lantier;75101
Paris;Rue de Logelbach;75117
Paris;Rue Michal;75113
Paris;Rue des Tennis;75118
Paris;Rue Cardinal Mercier;75109
Paris;Rue Mouraud;75120
Paris;Rue Lhomond;75105
Paris;Avenue de la Porte Didot;75114
Paris;Rue du Louvre;75102
Paris;Rue Burnouf;75119
Paris;Rue Pergolèse;75116
Paris;Rue Augustin Mouchot;75113
Paris;Rue Bouchut;75115
Paris;Rue Stendhal;75120
Paris;Square de l'Avenue Foch;75116
Paris;Rue de Ponthieu;75108
Paris;Rue de Presles;75115
Paris;Voie A/11;75111
Paris;Rue Thiers;75116
Paris;Rue d'Héliopolis;75117
Paris;Rue Ramponeau;75120
Paris;Rue de la Tombe Issoire;75114
Paris;Place Léon Deubel;75116
Paris;Rue Jacques Ibert;75117
Paris;Rue du Docteur Leray;75113
Paris;Rue Georges Citerne;75115
Paris;Rue Préault;75119
Paris;Impasse Piver;75111
Paris;Rue du Moulin de la Pointe;75113
Paris;Rue du Montparnasse;75106
Paris;Boulevard du Montparnasse;75106
Paris;Place de la Bastille;75111
Paris;Rue de Fécamp;75112
Paris;4P5 Rue de Lorraine;75119
Paris;Place d'Aligre;75112
Paris;Rue Gudin;75116
Paris;Place des Magasins de l'Opéra Comique;75117
Paris;Rue Malte Brun;75120
Paris;Rue Florian;75120
Paris;Villa Saint-Fargeau;75120
Paris;Rue Campagne Première;75114
Paris;Rue du Square Carpeaux;75118
Paris;Rue de Castellane;75108
Paris;Rue Ligner;75120
Paris;Rue Malar;75107
Paris;Passage du Bureau;75111
Paris;Rue Giffard;75113
Paris;Rue d'Hauteville;75110
Paris;Avenue Georges Mandel;75116
Paris;Rue Linné;75105
Paris;Avenue Anatole France;75107
Paris;Rue de la Reynie;75104
Paris;Rue des Irlandais;75105
Paris;Rue Kepler;75116
Paris;Passage du Retrait;75120
Paris;Impasse des Deux Néthes;75118
Paris;Avenue du Docteur Arnold Netter;75112
Paris;Square la Bruyère;75109
Paris;Rue de la Colombe;75104
Paris;Rue Sédillot;75107
Paris;Rue Soeur Catherine Marie;75113
Paris;Rue Schutzenberger;75115
Paris;Place Charles Vallin;75115
Paris;Rue du Regard;75106
Paris;Impasse Questre;75111
Paris;Avenue René Fonck;75119
Paris;Rue des Quatre Fils;75103
Paris;Rue du Départ;75115
Paris;Rue Ginoux;75115
Paris;Rue Eugène Varlin;75110
Paris;Place Souham;75113
Paris;Rue d'Orsel;75118
Paris;Rue Greuze;75116
Paris;Rue du Pré aux Chevaux;75116
Paris;Square Rapp;75107
Paris;Rue des Grands Moulins;75113
Paris;Rue de Condé;75106
Paris;Cité Dupont;75111
Paris;Rue du Commerce;75115
Paris;Rue Galleron;75120
Paris;Cours Albert Ier;75108
Paris;Rue des Plantes;75114
Paris;Passage Dubail;75110
Paris;Rue de Beaune;75107
Paris;Rue René Boulanger;75110
Paris;Impasse de Casteggio;75120
Paris;Impasse Bonne Nouvelle;75110
Paris;Boulevard de Port-Royal;75113
Paris;Rue Pierre Fontaine;75109
Paris;Cité Popincourt;75111
Paris;Rue de Clignancourt;75118
Paris;Avenue de Salonique;75117
Paris;Square Gabriel Fauré;75117
Paris;Place de l'Alma;75116
Paris;Passage Lathuille;75118
Paris;Rue Victor Duruy;75115
Paris;Rue Victor Letalle;75120
Paris;Rue Jacques Kellner;75117
Paris;Rue des Solitaires;75119
Paris;Rue Marie-Hélène Lefaucheux;75119
Paris;Rue Berbier du Mets;75113
Paris;Hameau Nicolo;75116
Paris;Quai Malaquais;75106
Paris;Rue Gaston Auguet;75118
Paris;Rue de l'Arcade;75108
Paris;Rue Fantin Latour;75116
Paris;Rue Bourseul;75115
Paris;Rue Léonidas;75114
Paris;Rue de Montholon;75109
Paris;Villa Ornano;75118
Paris;Rue Molitor;75116
Paris;Rue Godefroy Cavaignac;75111
Paris;Avenue de la Porte de la Villette;75119
Paris;Avenue de l'Ecole de Joinville;75112
Paris;Villa Amélie;75120
Paris;Rue d'Argentine;75116
Paris;Passage des Jacobins;75101
Paris;Allée Maintenon;75106
Paris;Rue de la Chapelle;75118
Paris;Rue d'Ulm;75105
Paris;Rue du Rocher;75108
Paris;Passage Cardinet;75117
Paris;Rue de Harlay;75101
Paris;Avenue Ambroise Rendu;75119
Paris;Rue Bayen;75117
Paris;Rue Emile Chaine;75118
Paris;Square de l'Aveyron;75117
Paris;Rue Bernard Dimey;75118
Paris;Avenue Léon Bollée;75113
Paris;Rue Mony;75116
Paris;Rue du Colonel Oudot;75112
Paris;Avenue Victoria;75101
Paris;Avenue de la Sibelle;75114
Paris;Impasse Truillot;75111
Paris;Avenue du Général Sarrail;75116
Paris;Rue Nungesser et Coli;75116
Paris;Rue Bachaumont;75102
Paris;Impasse Boutron;75110
Paris;Rue Coquillière;75101
Paris;Avenue de Lowendal;75115
Paris;Boulevard de Port-Royal;75105
Paris;Villa Adrienne Simon;75114
Paris;Rue Ernestine;75118
Paris;Rue Brantôme;75103
Paris;Rue de la Lancette;75112
Paris;Rue du Bastion;75117
Paris;Rue du Plâtre;75104
Paris;Rue Eblé;75107
Paris;Rue Ternaux;75111
Paris;Rue des Artistes;75114
Paris;Avenue de la Porte de Choisy;75113
Paris;Rue des Maraîchers;75120
Paris;Rue Jean Nicot;75107
Paris;Rue des Colonels Renard;75117
Paris;Rue Lachelier;75113
Paris;Rue de Patay;75113
Paris;Rue Jean Daudin;75115
Paris;Rue Jean Quarré;75119
Paris;Rue Cambacérès;75108
Paris;Cité Bauer;75114
Paris;Rue d'Aubervilliers;75119
Paris;Rue de Candolle;75105
Paris;Rue Albéric Magnard;75116
Paris;2Z1 Rue du Bastion;75117
Paris;Rue de la Petite Truanderie;75101
Paris;Rue Saint-Antoine;75104
Paris;Passage Goix;75119
Paris;Rue de l'Exposition;75107
Paris;Rue Ponscarme;75113
Paris;Rue Cacheux;75113
Paris;Avenue Bertie Albrecht;75108
Paris;Rue Saint-Jérôme;75118
Paris;Rue Brown-Séquard;75115
Paris;Rue de la Bastille;75104
Paris;Rue Bessières;75117
Paris;Passage des Cloÿs;75118
Paris;Passage de l'Horloge à Automates;75103
Paris;Rue de Steinkerque;75118
Paris;Rue Sainte-Anne;75101
Paris;Rue Bernard Lecache;75112
Paris;Rue Arsène Houssaye;75108
Paris;Impasse Léger;75117
Paris;Avenue du Maréchal Maunoury;75116
Paris;Avenue Bosquet;75107
Paris;Rue des Partants;75120
Paris;Villa du Moulin Dagobert;75111
Paris;Rue Jean-Pierre Timbaud;75111
Paris;Place Léon Blum;75111
Paris;Rue Isabey;75116
Paris;Rue Pascal;75113
Paris;Square Jouvenet;75116
Paris;Avenue Emile Bergerat;75116
Paris;Avenue des Champs Elysées;75108
Paris;Rue Paul de Kock;75119
Paris;Rue Jasmin;75116
Paris;Rue Georgette Agutte;75118
Paris;Avenue de la Porte Brunet;75119
Paris;Cité de l'Avenir;75111
Paris;Rue Dulong;75117
Paris;Passage Briquet;75118
Paris;Rue Rosenwald;75115
Paris;Passage Brady;75110
Paris;Square Dunois;75113
Paris;Rue du Château Landon;75110
Paris;Rue Germain Pilon;75118
Paris;Voie D/9;75109
Paris;Passage Saint-Bernard;75111
Paris;Rue du Rhin;75119
Paris;Passage Thiéré;75111
Paris;Rue Brochant;75117
Paris;Allée Jules Supervielle;75101
Paris;Avenue de Wagram;75117
Paris;Rue Berzélius;75117
Paris;Rue Aristide Bruant;75118
Paris;Impasse Louis Robert;75120
Paris;Rue Rouvet;75119
Paris;Voie A/15;75115
Paris;Cité Yves Klein;75118
Paris;Rue Mirabeau;75116
Paris;Rue Lulli;75102
Paris;Cour du Roi François;75102
Paris;Rue Emile Duclaux;75115
Paris;Galerie de la Villette;75119
Paris;Rue du Colonel Moll;75117
Paris;Rue Lalo;75116
Paris;Rue Julien Lacroix;75120
Paris;Rue des Ecouffes;75104
Paris;Avenue de Saint-Ouen;75117
Paris;Rue des Morillons;75115
Paris;Passage du Prado;75110
Paris;Rue Sextius Michel;75115
Paris;Rue de Tocqueville;75117
Paris;Rue des Dardanelles;75117
Paris;Impasse Rolleboise;75120
Paris;Rue de Lanneau;75105
Paris;Passage Ormeaux-Grands Champs;75120
Paris;Rue Lally-Tollendal;75119
Paris;Rue du Puits de l'Ermite;75105
Paris;Rue Henri Becque;75113
Paris;Villa de Saxe;75107
Paris;116P9 Rue de Saussure;75117
Paris;Passerelle Marcelle Henry;75117
Paris;Rue Théroigne de Méricourt;75113
Paris;Villa des Lyanes;75120
Paris;Rue Grégoire de Tours;75106
Paris;Impasse du Boeuf;75104
Paris;Rue du Général Henrys;75117
Paris;Rue Saint-Paul;75104
Paris;Voie P/16;75116
Paris;Rue Jussieu;75105
Paris;Cour du Commerce Saint-André;75106
Paris;Rue Galilée;75116
Paris;Passage des Postes;75105
Paris;Rue Geoffroy-Marie;75109
Paris;Rue Sainte-Isaure;75118
Paris;Rue Catulle Mendès;75117
Paris;2Z1 Rue Madeleine Brès;75113
Paris;Rue Rousselet;75107
Paris;Rue du Retrait;75120
Paris;Rue Princesse;75106
Paris;Rue Hervé Guibert;75114
Paris;Impasse Philidor;75120
Paris;Rue Julia Bartet;75114
Paris;Rue Carlos Fuentes;75114
Paris;Terrasse des Négociants;75112
Paris;Place de Vénétie;75113
Paris;Quai Aimé Césaire;75101
Paris;Rue Léon-Maurice Nordmann;75113
Paris;Rue de Mézières;75106
Paris;Allée du Bord de l'Eau;75116
Paris;Rue Nicolas Roret;75113
Paris;Avenue du Professeur André Lemierre;75120
Paris;Rue Cler;75107
Paris;Boulevard Raspail;75106
Paris;Avenue Cartellier;75120
Paris;Impasse Tourneux;75112
Paris;Rue Jacques Baudry;75115
Paris;Place de Mexico;75116
Paris;Rue Fléchier;75109
Paris;Rue des Gravilliers;75103
Paris;Rue des Goncourt;75111
Paris;Rue du Ponceau;75102
Paris;Place Richard Baret;75117
Paris;Rue Hélène et François Missoffe;75117
Paris;Rue Raymond Radiguet;75119
Paris;Boulevard de Picpus;75112
Paris;Rue Antoine Arnauld;75116
Paris;Rue des Prouvaires;75101
Paris;Rue André Barsacq;75118
Paris;Rue du Pélican;75101
Paris;Rue Edgar Faure;75115
Paris;Rue de la Folie-Méricourt;75111
Paris;Avenue Stéphane Mallarmé;75117
Paris;Rue du Père Teilhard de Chardin;75105
Paris;Rue Decrès;75114
Paris;Rue Gilbert Cesbron;75117
Paris;Rue Joseph Chailley;75112
Paris;Rue de Belloy;75116
Paris;Avenue George V;75108
Paris;Rue Marsoulan;75112
Paris;Rue Cavendish;75119
Paris;Rue Yvart;75115
Paris;Rue Aristide Briand;75107
Paris;Rue Albert Samain;75117
Paris;Rue Gaston Rébuffat;75119
Paris;Rue Ballu;75109
Paris;Rue Bonnet;75118
Paris;Rue des Meuniers;75112
Paris;Rue Jean Mermoz;75108
Paris;Rue Davy;75117
Paris;Voie T/20;75120
Paris;Rue Charbonnel;75113
Paris;Rue de Franche Comté;75103
Paris;Rue Julie Daubié;75113
Paris;Rue du Petit Musc;75104
Paris;Rue de Lisbonne;75108
Paris;Ruelle du Soleil d'Or;75115
Paris;Rue Mondétour;75101
Paris;Rue de la Barrière Blanche;75118
Paris;Rue de la Marne;75119
Paris;Rue Emile Level;75117
Paris;Rue Pernety;75114
Paris;Rue des Arènes;75105
Paris;Rue Louis Lumière;75120
Paris;Rue des Ecoles;75105
Paris;Rue de Commaille;75107
Paris;Rue des Prairies;75120
Paris;Rue Pierre Rebière;75117
Paris;Avenue de la Porte de Charenton;75112
Paris;Rue Marx Dormoy;75118
Paris;Rue Péclet;75115
Paris;Place Juliette Gréco;75106
Paris;Rue Spinoza;75111
Paris;Rue de l'Ingénieur Robert Keller;75115
Paris;Rue Jean Goujon;75108
Paris;Rue de Domrémy;75113
Paris;Route du Ruisseau;75112
Paris;Avenue de Lamballe;75116
Paris;Rue du Tibre;75113
Paris;Rue Faidherbe;75111
Paris;Impasse Alexandre Lécuyer;75118
Paris;Rue Michel Le Comte;75103
Paris;Rue des Frigos;75113
Paris;Voie H/5;75105
Paris;Villa Saint-Ange;75117
Paris;Passage du Sud;75119
Paris;Impasse Rançon;75120
Paris;Rue Auguste Lançon;75113
Paris;Rue de Calais;75109
Paris;Villa Santos-Dumont;75115
Paris;Rue Guersant;75117
Paris;Passage du Désir;75110
Paris;Place de la Bastille;75112
Paris;Avenue de Tourville;75107
Paris;Rue d'Oslo;75118
Paris;Passage Ribet;75115
Paris;Passage du Pont aux Biches;75103
Paris;Galerie Véro-Dodat;75101
Paris;Avenue de Saint-Ouen;75118
Paris;Rue du Gros Caillou;75107
Paris;42U1 Allée Paris-Ivry;75113
Paris;Place Grace Murray Hopper;75113
Paris;Rue Gerda Taro;75113
Paris;1Z1 Rue Ada Lovelace;75113
Paris;Place Anny Flore;75117
Paris;Quai Jacques Chirac;75115
Paris;Rue Cora Vaucaire;75118
Paris;Passage de la Hutte au Garde;75117
Paris;Avenue du Maréchal Lyautey;75116
Paris;Rue Paul Belmondo;75112
Paris;Rue Mesnil;75116
Paris;Allée Georges Rouault;75120
Paris;Boulevard Poissonnière;75109
Paris;Rue Paul Strauss;75120
Paris;Rue Haxo;75119
Paris;Boulevard Brune;75114
Paris;Rue de Montreuil;75111
Paris;Rue Dauphine;75106
Paris;Rue Claude Terrasse;75116
Paris;Rue Muller;75118
Paris;Rue Descombes;75117
Paris;Cité Annibal;75114
Paris;Place Saint-Augustin;75108
Paris;Place Harvey Milk;75104
Paris;Voie Cx/18;75118
Paris;Passage Petit Cerf;75117
Paris;17P1 Place du Trocadéro et du Onze Novembre;75116
Paris;Allée Gaston Bachelard;75114
Paris;Rue Germaine Krull;75113
Paris;Passage de Gergovie;75114
Paris;Rue de la Sourdière;75101
Paris;Voie Ce/15;75115
Paris;Rue des Mûriers;75120
Paris;Rue Saint-Yves;75114
Paris;Rue du Département;75118
Paris;Rue Saint-Just;75117
Paris;Rue de la Clôture;75119
Paris;Voie Cv/19;75119
Paris;Allée de Beau Passage Antoine Alléno;75107
Paris;Rue des Poissonniers;75118
Paris;Voie D/8;75108
Paris;Rue Coëtlogon;75106
Paris;Rue Pierre Lescot;75101
Paris;Rue Bargue;75115
Paris;Boulevard du Temple;75111
Paris;Rue Saint-Bon;75104
Paris;Rue Montauban;75115
Paris;Rue Toussaint Louverture;75111
Paris;Allée Charles Brennus;75116
Paris;Rue Lechapelais;75117
Paris;Allée Alquier-Debrousse;75120
Paris;Square du Docteur Blanche;75116
Paris;Rue de la Croix Jarry;75113
Paris;Rue Eva Kotchever;75118
Paris;Rue de Chartres;75118
Paris;Place Marcel Cerdan;75115
Paris;Rue Angélique Compoint;75118
Paris;Rue Auguste Perret;75113
Paris;Avenue de la Porte d'Orléans;75114
Paris;Rue Albert Roussel;75117
Paris;Impasse Paul-Louis Courier;75107
Paris;Avenue de la Porte de Champerret;75117
Paris;Rue Madeleine Rebérioux;75118
Paris;Avenue Benoît Frachon;75120
Paris;Rue Hautefeuille;75106
Paris;Rue Fulton;75113
Paris;Rue Euryale Dehaynin;75119
Paris;Rue Malebranche;75105
Paris;Rue des Hospitalières Saint-Gervais;75104
Paris;Rue Bleue;75109
Paris;Avenue André Rivoire;75114
Paris;Place de la Porte de Versailles;75115
Paris;Place des Martyrs de la Résistance;75115
Paris;1P1 Place des Martyrs de la Résistance;75115
Paris;Villa Scheffer;75116
Paris;Rue Raffet;75116
Paris;Avenue de la Porte de Clichy;75117
Paris;Rue de Croulebarbe;75113
Paris;Rue Camille Tahan;75118
Paris;Allée du Philosophe;75111
Paris;Place Françoise Dorin;75117
Paris;18P1 Rue Yves Toudic;75110
Paris;Rue de la Vistule;75113
Paris;Allée Henry Dunant;75114
Paris;1S1 Impasse Baudran;75113
Paris;Rue du Professeur Hyacinthe Vincent;75114
Paris;Passage du Gué;75118
Paris;Place de Jérusalem;75117
Paris;Rue Forceval;75119
Paris;Rue Jules Chaplain;75106
Paris;Rue Georges Leclanché;75115
Paris;Rue du Grenier Saint-Lazare;75103
Paris;Rue Soleillet;75120
Paris;Rue Christiani;75118
Paris;Rue Léon Bonnat;75116
Paris;Rue de Braque;75103
Paris;Rue Frédéric Brunet;75117
Paris;Rue de Campo-Formio;75113
Paris;Parvis Alan Turing;75113
Paris;Avenue de la Porte de Bagnolet;75120
Paris;Allée Paris-Ivry;75113
Paris;Avenue Armand Rousseau;75112
Paris;Rue Charles Cros;75120
Paris;Rue Monsieur;75107
Paris;Rue de Thorigny;75103
Paris;Rue de Gribeauval;75107
Paris;Rue Duméril;75113
Paris;Rue Béatrix Dussane;75115
Paris;17P2 Place du Trocadéro et du Onze Novembre;75116
Paris;Rue Thouin;75105
Paris;Impasse Boursault;75117
Paris;Rue Maurice de la Sizeranne;75107
Paris;Rue Pierre Brossolette;75105
Paris;Place de la Porte de Pantin;75119
Paris;Rue Mayran;75109
Paris;Avenue de la Porte Chaumont;75119
Paris;Rue Saint-Florentin;75108
Paris;Rue de Saint-Quentin;75110
Paris;Rue des Marchais;75119
Paris;Place du Maréchal Juin;75117
Paris;Rue Etex;75118
Paris;Rue Gérard;75113
Paris;Avenue Carnot;75117
Paris;Avenue de Flandre;75119
Paris;Rue Jean-Baptiste Pigalle;75109
Paris;Passage des Panoramas;75102
Paris;Rue Firmin Gillot;75115
Paris;Rue de Tourtille;75120
Paris;Passage du Surmelin;75120
Paris;Parvis des 260 Enfants;75104
Paris;Promenade Claude Lévi-Strauss;75113
Paris;100P3 Rue de la Procession;75115
Paris;Rue de Vézelay;75108
Paris;Passage des Mauxins;75119
Paris;Voie C/8;75108
Paris;Rue Pierre Ginier;75118
Paris;Rue Paul Chautard;75115
Paris;Rue du Chemin de Fer;75119
Paris;Avenue Marc Sangnier;75114
Paris;Rue Boussingault;75113
Paris;Rue Bachelet;75118
Paris;Rue Ravignan;75118
Paris;Rue Charles Friedel;75120
Paris;Rue Murillo;75108
Paris;Place d'Italie;75113
Paris;Rue Sigmund Freud;75119
Paris;Rue Sibuet;75112
Paris;Rue Nélaton;75115
Paris;Rue des Malmaisons;75113
Paris;Rue Sidi Brahim;75112
Paris;Rue Saint-Hippolyte;75113
Paris;Rue Lacuée;75112
Paris;Place Balard;75115
Paris;Rue Tiquetonne;75102
Paris;Rue du Dobropol;75117
Paris;Rue Jacques Destrée;75113
Paris;Rue Pernelle;75104
Paris;Rue Joseph Liouville;75115
Paris;Boulevard Malesherbes;75108
Paris;Route de la Longue Queue;75116
Paris;Avenue René Coty;75114
Paris;Rue Emile Deslandres;75113
Paris;Rue des Carrières d'Amérique;75119
Paris;Place Henri Frenay;75112
Paris;Allée des Fortifications;75116
Paris;Passage d'Enfer;75114
Paris;Place du Maréchal de Lattre de Tassigny;75116
Paris;Avenue Bugeaud;75116
Paris;Cité d'Angoulême;75111
Paris;Rue Janssen;75119
Paris;Cour Saint-Emilion;75112
Paris;Rue des Petites Ecuries;75110
Paris;Voie Et/19;75119
Paris;Rue Colbert;75102
Paris;Rue de Rome;75117
Paris;Square de Clignancourt;75118
Paris;Rue Buot;75113
Paris;Square la Rochefoucauld;75107
Paris;Rue des Epinettes;75117
Paris;Rue de Constantinople;75108
Paris;Place Gambetta;75120
Paris;40P2 Rue de la Jonquière;75117
Paris;Rue Guénégaud;75106
Paris;Avenue de Saxe;75107
Paris;Allée du Révérend Père Michel Riquet;75106
Paris;Villa Deloder;75113
Paris;Rue Duphot;75101
Paris;Rue de la Montagne d'Aulas;75115
Paris;Rue Barrault;75113
Paris;Rue Broca;75113
Paris;Rue George Bernard Shaw;75115
Paris;Rue Jean Dolent;75114
Paris;Rue du Cambodge;75120
Paris;Rue Huyghens;75114
Paris;Port de Suffren;75107
Paris;Rue Jean Sébastien Bach;75113
Paris;Square Pétrarque;75116
Paris;Rue du Vertbois;75103
Paris;Route des Moulins;75116
Paris;Voie Bi/16;75116
Paris;Rue Volta;75103
Paris;Quai Saint-Bernard;75105
Paris;Rue des Bons Enfants;75101
Paris;Rue Franc-Nohain;75113
Paris;Rue de l'Arbalète;75105
Paris;Rue Lacaille;75117
Paris;Rue Philibert Lucot;75113
Paris;Rue Gasnier-Guy;75120
Paris;Rue Maurice Berteaux;75120
Paris;Avenue du Général Dubail;75116
Paris;Rue Duphot;75108
Paris;Impasse Charles Petit;75111
Paris;Place de Clichy;75109
Paris;Place du Général Brocard;75108
Paris;Rue Ernest Lacoste;75112
Paris;Avenue de Pologne;75116
Paris;Passage Planchard;75120
Paris;Impasse Maubert;75105
Paris;Rue Rémy de Gourmont;75119
Paris;Rue Christine;75106
Paris;Rue Sainte-Cécile;75109
Paris;Rue du Bocage;75115
Paris;Rue Quinault;75115
Paris;Cité Dupetit-Thouars;75103
Paris;Rue Hallé;75114
Paris;Rue de l'Industrie;75113
Paris;Villa Souchier;75116
Paris;Sente des Dorées;75119
Paris;Avenue des Gobelins;75113
Paris;Voie Georges Pompidou;75104
Paris;Voie Georges Pompidou;75101
Paris;Rue Belhomme;75118
Paris;Avenue Octave Gréard;75107
Paris;Rue Roland Barthes;75112
Paris;Rue Fermat;75114
Paris;Rue Henry de la Vaulx;75116
Paris;Rue du Cardinal Dubois;75118
Paris;Voie C/10;75110
Paris;Rue Chapu;75116
Paris;Rue Saint-Hyacinthe;75101
Paris;Rue André Pieyre de Mandiargues;75113
Paris;Boulevard Raspail;75107
Paris;Rue Lahire;75113
Paris;Rue de la Boule Rouge;75109
Paris;Rue Dieu;75110
Paris;Rue Henri Desgrange;75112
Paris;Boulevard Emile Augier;75116
Paris;Rue Eugène Süe;75118
Paris;Rue Joseph Sansboeuf;75108
Paris;Rue Beaujon;75108
Paris;Rue d'Ankara;75116
Paris;Place Ousmane Sow;75115
Paris;Place Denfert-Rochereau;75114
Paris;Route de la Porte Saint-James;75116
Paris;Passage Raguinot;75112
Paris;Passage Sainte-Foy;75102
Paris;Rue de Moscou;75108
Paris;Place Henri Krasucki;75120
Paris;Rue Lesage;75120
Paris;Place du Révérend Père Carré;75108
Paris;Impasse de la Grosse Bouteille;75118
Paris;Impasse des Jardiniers;75111
Paris;Rue Baron Le Roy;75112
Paris;Allée Isadora Duncan;75115
Paris;Rue Fromentin;75109
Paris;Rue Agrippa d'Aubigné;75104
