Adresse,Nombre de pièces,Époque de construction,Type de location,Loyer minimum (€/m²),Loyer médian (€/m²),Loyer maximum (€/m²)
"Rue de Pommard, 75112 Paris",3 pièces,1971-1990,non meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",3 pièces,après 1990,meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",3 pièces,après 1990,non meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",4 pièces et plus,avant 1946,meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",4 pièces et plus,avant 1946,non meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",4 pièces et plus,1946-1970,meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",4 pièces et plus,1946-1970,non meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",4 pièces et plus,1971-1990,meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",4 pièces et plus,1971-1990,non meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",4 pièces et plus,après 1990,meublée,15.2,21.7,26.0
"Rue de Pommard, 75112 Paris",4 pièces et plus,après 1990,non meublée,15.2,21.7,26.0
"Rue Nationale, 75113 Paris",1 pièce,avant 1946,meublée,21.8,31.1,37.3
"Rue Nationale, 75113 Paris",1 pièce,avant 1946,non meublée,19.1,27.3,32.8
"Rue Nationale, 75113 Paris",1 pièce,1946-1970,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",1 pièce,1946-1970,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",1 pièce,1971-1990,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",1 pièce,1971-1990,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",1 pièce,après 1990,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",1 pièce,après 1990,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",2 pièces,avant 1946,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",2 pièces,avant 1946,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",2 pièces,1946-1970,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",2 pièces,1946-1970,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",2 pièces,1971-1990,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",2 pièces,1971-1990,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",2 pièces,après 1990,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",2 pièces,après 1990,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",3 pièces,avant 1946,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",3 pièces,avant 1946,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",3 pièces,1946-1970,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",3 pièces,1946-1970,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",3 pièces,1971-1990,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",3 pièces,1971-1990,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",3 pièces,après 1990,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",3 pièces,après 1990,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",4 pièces et plus,avant 1946,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",4 pièces et plus,avant 1946,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",4 pièces et plus,1946-1970,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",4 pièces et plus,1946-1970,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",4 pièces et plus,1971-1990,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",4 pièces et plus,1971-1990,non meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",4 pièces et plus,après 1990,meublée,17.9,25.5,30.6
"Rue Nationale, 75113 Paris",4 pièces et plus,après 1990,non meublée,17.9,25.5,30.6
"Rue de Bercy, 75112 Paris",1 pièce,avant 1946,meublée,20.6,29.4,35.3
"Rue de Bercy, 75112 Paris",1 pièce,avant 1946,non meublée,18.1,25.8,31.0
"Rue de Bercy, 75112 Paris",1 pièce,1946-1970,meublée,17.7,25.3,30.4
"Rue de Bercy, 75112 Paris",1 pièce,1946-1970,non meublée,17.9,25.5,30.6
"Rue de Bercy, 75112 Paris",1 pièce,1971-1990,meublée,15.2,21.7,26.0
"Rue de Bercy, 75112 Paris",1 pièce,1971-1990,non meublée,15.2,21.7,26.0
"Rue de Bercy, 75112 Paris",1 pièce,après 1990,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",1 pièce,après 1990,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",2 pièces,avant 1946,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",2 pièces,avant 1946,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",2 pièces,1946-1970,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",2 pièces,1946-1970,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",2 pièces,1971-1990,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",2 pièces,1971-1990,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",2 pièces,après 1990,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",2 pièces,après 1990,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",3 pièces,avant 1946,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",3 pièces,avant 1946,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",3 pièces,1946-1970,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",3 pièces,1946-1970,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",3 pièces,1971-1990,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",3 pièces,1971-1990,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",3 pièces,après 1990,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",3 pièces,après 1990,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",4 pièces et plus,avant 1946,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",4 pièces et plus,avant 1946,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",4 pièces et plus,1946-1970,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",4 pièces et plus,1946-1970,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",4 pièces et plus,1971-1990,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",4 pièces et plus,1971-1990,non meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",4 pièces et plus,après 1990,meublée,16.7,23.9,28.7
"Rue de Bercy, 75112 Paris",4 pièces et plus,après 1990,non meublée,16.7,23.9,28.7
"Rue Olivier Messiaen, 75113 Paris",1 pièce,avant 1946,meublée,21.8,31.1,37.3
"Rue Olivier Messiaen, 75113 Paris",1 pièce,avant 1946,non meublée,19.1,27.3,32.8
"Rue Olivier Messiaen, 75113 Paris",1 pièce,1946-1970,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",1 pièce,1946-1970,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",1 pièce,1971-1990,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",1 pièce,1971-1990,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",1 pièce,après 1990,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",1 pièce,après 1990,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",2 pièces,avant 1946,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",2 pièces,avant 1946,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",2 pièces,1946-1970,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",2 pièces,1946-1970,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",2 pièces,1971-1990,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",2 pièces,1971-1990,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",2 pièces,après 1990,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",2 pièces,après 1990,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",3 pièces,avant 1946,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",3 pièces,avant 1946,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",3 pièces,1946-1970,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",3 pièces,1946-1970,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",3 pièces,1971-1990,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",3 pièces,1971-1990,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",3 pièces,après 1990,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",3 pièces,après 1990,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",4 pièces et plus,avant 1946,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",4 pièces et plus,avant 1946,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",4 pièces et plus,1946-1970,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",4 pièces et plus,1946-1970,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",4 pièces et plus,1971-1990,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",4 pièces et plus,1971-1990,non meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",4 pièces et plus,après 1990,meublée,17.9,25.5,30.6
"Rue Olivier Messiaen, 75113 Paris",4 pièces et plus,après 1990,non meublée,17.9,25.5,30.6
"Rue Brillat-Savarin, 75113 Paris",1 pièce,avant 1946,meublée,24.7,35.3,42.4
"Rue Brillat-Savarin, 75113 Paris",1 pièce,avant 1946,non meublée,21.7,31,37.2
"Rue Brillat-Savarin, 75113 Paris",1 pièce,1946-1970,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",1 pièce,1946-1970,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",1 pièce,1971-1990,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",1 pièce,1971-1990,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",1 pièce,après 1990,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",1 pièce,après 1990,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",2 pièces,avant 1946,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",2 pièces,avant 1946,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",2 pièces,1946-1970,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",2 pièces,1946-1970,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",2 pièces,1971-1990,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",2 pièces,1971-1990,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",2 pièces,après 1990,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",2 pièces,après 1990,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",3 pièces,avant 1946,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",3 pièces,avant 1946,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",3 pièces,1946-1970,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",3 pièces,1946-1970,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",3 pièces,1971-1990,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",3 pièces,1971-1990,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",3 pièces,après 1990,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",3 pièces,après 1990,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",4 pièces et plus,avant 1946,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",4 pièces et plus,avant 1946,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",4 pièces et plus,1946-1970,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",4 pièces et plus,1946-1970,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",4 pièces et plus,1971-1990,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",4 pièces et plus,1971-1990,non meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",4 pièces et plus,après 1990,meublée,17.4,24.8,29.8
"Rue Brillat-Savarin, 75113 Paris",4 pièces et plus,après 1990,non meublée,17.4,24.8,29.8
"Rue Guynemer, 75106 Paris",1 pièce,avant 1946,meublée,27.2,38.8,46.6
"Rue Guynemer, 75106 Paris",1 pièce,avant 1946,non meublée,23.8,34,40.8
"Rue Guynemer, 75106 Paris",1 pièce,1946-1970,meublée,24.2,34.6,41.5
"Rue Guynemer, 75106 Paris",1 pièce,1946-1970,non meublée,20.4,29.1,34.9
"Rue Guynemer, 75106 Paris",1 pièce,1971-1990,meublée,19.6,28,33.6
"Rue Guynemer, 75106 Paris",1 pièce,1971-1990,non meublée,19.4,27.7,33.2
"Rue Guynemer, 75106 Paris",1 pièce,après 1990,meublée,20.4,29.2,35.0
"Rue Guynemer, 75106 Paris",1 pièce,après 1990,non meublée,17.4,24.9,29.9
"Rue Guynemer, 75106 Paris",2 pièces,avant 1946,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",2 pièces,avant 1946,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",2 pièces,1946-1970,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",2 pièces,1946-1970,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",2 pièces,1971-1990,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",2 pièces,1971-1990,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",2 pièces,après 1990,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",2 pièces,après 1990,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",3 pièces,avant 1946,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",3 pièces,avant 1946,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",3 pièces,1946-1970,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",3 pièces,1946-1970,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",3 pièces,1971-1990,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",3 pièces,1971-1990,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",3 pièces,après 1990,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",3 pièces,après 1990,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",4 pièces et plus,avant 1946,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",4 pièces et plus,avant 1946,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",4 pièces et plus,1946-1970,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",4 pièces et plus,1946-1970,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",4 pièces et plus,1971-1990,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",4 pièces et plus,1971-1990,non meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",4 pièces et plus,après 1990,meublée,15.8,22.6,27.1
"Rue Guynemer, 75106 Paris",4 pièces et plus,après 1990,non meublée,15.8,22.6,27.1
"Avenue Mac-Mahon, 75117 Paris",1 pièce,avant 1946,meublée,24.1,34.4,41.3
"Avenue Mac-Mahon, 75117 Paris",1 pièce,avant 1946,non meublée,21.1,30.2,36.2
"Avenue Mac-Mahon, 75117 Paris",1 pièce,1946-1970,meublée,20.8,29.7,35.6
"Avenue Mac-Mahon, 75117 Paris",1 pièce,1946-1970,non meublée,20.8,29.7,35.6
"Avenue Mac-Mahon, 75117 Paris",1 pièce,1971-1990,meublée,21.2,30.3,36.4
"Avenue Mac-Mahon, 75117 Paris",1 pièce,1971-1990,non meublée,23.3,33.3,40.0
"Avenue Mac-Mahon, 75117 Paris",1 pièce,après 1990,meublée,25.0,35.7,42.8
"Avenue Mac-Mahon, 75117 Paris",1 pièce,après 1990,non meublée,18.7,26.7,32.0
"Avenue Mac-Mahon, 75117 Paris",2 pièces,avant 1946,meublée,20.3,29.0,34.8
"Avenue Mac-Mahon, 75117 Paris",2 pièces,avant 1946,non meublée,17.8,25.4,30.5
"Avenue Mac-Mahon, 75117 Paris",2 pièces,1946-1970,meublée,16.3,23.3,28.0
"Avenue Mac-Mahon, 75117 Paris",2 pièces,1946-1970,non meublée,16.3,23.3,28.0
"Avenue Mac-Mahon, 75117 Paris",2 pièces,1971-1990,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",2 pièces,1971-1990,non meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",2 pièces,après 1990,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",2 pièces,après 1990,non meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",3 pièces,avant 1946,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",3 pièces,avant 1946,non meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",3 pièces,1946-1970,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",3 pièces,1946-1970,non meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",3 pièces,1971-1990,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",3 pièces,1971-1990,non meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",3 pièces,après 1990,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",3 pièces,après 1990,non meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",4 pièces et plus,avant 1946,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",4 pièces et plus,avant 1946,non meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",4 pièces et plus,1946-1970,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",4 pièces et plus,1946-1970,non meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",4 pièces et plus,1971-1990,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",4 pièces et plus,1971-1990,non meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",4 pièces et plus,après 1990,meublée,17.2,24.6,29.5
"Avenue Mac-Mahon, 75117 Paris",4 pièces et plus,après 1990,non meublée,17.2,24.6,29.5
"Rue de Ménilmontant, 75120 Paris",1 pièce,avant 1946,meublée,20.6,29.4,35.3
"Rue de Ménilmontant, 75120 Paris",1 pièce,avant 1946,non meublée,18.1,25.8,31.0
"Rue de Ménilmontant, 75120 Paris",1 pièce,1946-1970,meublée,17.7,25.3,30.4
"Rue de Ménilmontant, 75120 Paris",1 pièce,1946-1970,non meublée,17.7,25.3,30.4
"Rue de Ménilmontant, 75120 Paris",1 pièce,1971-1990,meublée,18.9,27,32.4
"Rue de Ménilmontant, 75120 Paris",1 pièce,1971-1990,non meublée,19.4,27.7,33.2
"Rue de Ménilmontant, 75120 Paris",1 pièce,après 1990,meublée,20.4,29.2,35.0
"Rue de Ménilmontant, 75120 Paris",1 pièce,après 1990,non meublée,17.2,24.6,29.5
"Rue de Ménilmontant, 75120 Paris",2 pièces,avant 1946,meublée,19.6,28.0,33.6
"Rue de Ménilmontant, 75120 Paris",2 pièces,avant 1946,non meublée,16.7,23.8,28.6
"Rue de Ménilmontant, 75120 Paris",2 pièces,1946-1970,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",2 pièces,1946-1970,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",2 pièces,1971-1990,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",2 pièces,1971-1990,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",2 pièces,après 1990,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",2 pièces,après 1990,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",3 pièces,avant 1946,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",3 pièces,avant 1946,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",3 pièces,1946-1970,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",3 pièces,1946-1970,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",3 pièces,1971-1990,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",3 pièces,1971-1990,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",3 pièces,après 1990,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",3 pièces,après 1990,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",4 pièces et plus,avant 1946,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",4 pièces et plus,avant 1946,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",4 pièces et plus,1946-1970,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",4 pièces et plus,1946-1970,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",4 pièces et plus,1971-1990,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",4 pièces et plus,1971-1990,non meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",4 pièces et plus,après 1990,meublée,15.1,21.6,25.9
"Rue de Ménilmontant, 75120 Paris",4 pièces et plus,après 1990,non meublée,15.1,21.6,25.9
"Rue Broussais, 75114 Paris",1 pièce,avant 1946,meublée,23.6,33.7,40.4
"Rue Broussais, 75114 Paris",1 pièce,avant 1946,non meublée,20.7,29.6,35.5
"Rue Broussais, 75114 Paris",1 pièce,1946-1970,meublée,17.9,25.6,30.7
"Rue Broussais, 75114 Paris",1 pièce,1946-1970,non meublée,17.9,25.6,30.7
"Rue Broussais, 75114 Paris",1 pièce,1971-1990,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",1 pièce,1971-1990,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",1 pièce,après 1990,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",1 pièce,après 1990,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",2 pièces,avant 1946,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",2 pièces,avant 1946,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",2 pièces,1946-1970,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",2 pièces,1946-1970,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",2 pièces,1971-1990,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",2 pièces,1971-1990,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",2 pièces,après 1990,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",2 pièces,après 1990,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",3 pièces,avant 1946,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",3 pièces,avant 1946,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",3 pièces,1946-1970,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",3 pièces,1946-1970,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",3 pièces,1971-1990,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",3 pièces,1971-1990,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",3 pièces,après 1990,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",3 pièces,après 1990,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",4 pièces et plus,avant 1946,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",4 pièces et plus,avant 1946,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",4 pièces et plus,1946-1970,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",4 pièces et plus,1946-1970,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",4 pièces et plus,1971-1990,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",4 pièces et plus,1971-1990,non meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",4 pièces et plus,après 1990,meublée,18.9,27,32.4
"Rue Broussais, 75114 Paris",4 pièces et plus,après 1990,non meublée,18.9,27,32.4
"Passage Delessert, 75110 Paris",1 pièce,avant 1946,meublée,23.6,33.7,40.4
"Passage Delessert, 75110 Paris",1 pièce,avant 1946,non meublée,20.7,29.6,35.5
"Passage Delessert, 75110 Paris",1 pièce,1946-1970,meublée,17.9,25.6,30.7
"Passage Delessert, 75110 Paris",1 pièce,1946-1970,non meublée,17.9,25.6,30.7
"Passage Delessert, 75110 Paris",1 pièce,1971-1990,meublée,18.9,27,32.4
"Passage Delessert, 75110 Paris",1 pièce,1971-1990,non meublée,21.8,31.2,37.4
"Passage Delessert, 75110 Paris",1 pièce,après 1990,meublée,20.7,29.6,35.5
