name,latitude,longitude,type
L'Afrodisiac,48.8732862,2.3111768,restaurant
Unknown,48.8461901,2.4112709,toilets
La Crêperie de Josselin,48.8416693,2.3253538,restaurant
Le Borobudur,48.8348791,2.291473,restaurant
Paris Polska,48.8540212,2.400076,restaurant
Unknown,48.8538861,2.3999564,post_box
Unknown,48.8688287,2.2741156,ticket_validator
Unknown,48.8708715,2.2755388,ticket_validator
Unknown,48.8390079,2.3827611,piano
Unknown,48.841899,2.3664874,piano
Le Malabar,48.859568,2.3063772,restaurant
Île de la Réunion,48.8360807,2.3241025,restaurant
Straße,48.8358544,2.3242458,fast_food
Chez Joy,48.8358145,2.3248148,restaurant
Alchimie,48.8371468,2.3213912,restaurant
Chez Melie's,48.835786,2.3249172,restaurant
Le Naguère,48.8352781,2.3263516,cafe
Unknown,48.8490196,2.3756403,fast_food
Unknown,48.8561551,2.3701207,bicycle_parking
Unknown,48.8254361,2.3138591,bicycle_parking
Unknown,48.8293434,2.322358,bicycle_parking
Unknown,48.8296834,2.3211054,bicycle_parking
Unknown,48.8304237,2.3763093,bicycle_parking
Unknown,48.8307157,2.3184097,bicycle_parking
Unknown,48.8357188,2.3995292,bicycle_parking
Unknown,48.8397095,2.2932964,bicycle_parking
Unknown,48.8417432,2.4008231,bicycle_parking
Unknown,48.8429519,2.4023854,bicycle_parking
Unknown,48.8444759,2.2871874,bicycle_parking
Unknown,48.8475992,2.3105873,bicycle_parking
Unknown,48.8470833,2.3314246,bicycle_parking
Unknown,48.8489028,2.3664868,bicycle_parking
Unknown,48.8494644,2.3667383,bicycle_parking
Unknown,48.8516608,2.3674162,bicycle_parking
Unknown,48.8522706,2.3680468,bicycle_parking
Unknown,48.8476329,2.2840075,recycling
Unknown,48.8478307,2.284196,waste_basket
McDonald's,48.862302,2.3438921,fast_food
McDonald's,48.8624513,2.3347579,fast_food
McDonald's,48.8619547,2.3458867,fast_food
McDonald's,48.828851,2.3552522,fast_food
Ecole Musicale de Paris,48.8258533,2.3531193,music_school
Western Union,48.8261514,2.3543875,money_transfer
Viet passion,48.8734878,2.3837397,fast_food
O'Tacos,48.85482,2.3725284,fast_food
O'Tacos,48.8964515,2.3596929,fast_food
Pizza 113,48.8782624,2.3526287,fast_food
Unknown,48.827734,2.300319,bicycle_parking
Unknown,48.8284535,2.2968124,bicycle_parking
Unknown,48.8287993,2.3073328,bicycle_parking
Unknown,48.8305047,2.345664,bicycle_parking
Unknown,48.8305683,2.3457068,bicycle_parking
Unknown,48.8309184,2.3460538,bicycle_parking
Unknown,48.8342058,2.3365779,bicycle_parking
Unknown,48.8342523,2.3364179,bicycle_parking
Unknown,48.8347606,2.3371876,bicycle_parking
Unknown,48.8388361,2.3528718,bicycle_parking
Unknown,48.8407901,2.4062396,bicycle_parking
Unknown,48.8412084,2.4023488,bicycle_parking
Unknown,48.8458785,2.3284204,bicycle_parking
Unknown,48.8476729,2.3803915,bicycle_parking
Unknown,48.8502082,2.3813719,bicycle_parking
Unknown,48.8511153,2.4119898,bicycle_parking
Unknown,48.8566682,2.4063404,bicycle_parking
Unknown,48.8616642,2.4015911,bicycle_parking
Unknown,48.8622185,2.3792021,bicycle_parking
Unknown,48.862945,2.4001993,bicycle_parking
Unknown,48.8630803,2.4037837,bicycle_parking
Unknown,48.8636608,2.3805522,bicycle_parking
Unknown,48.8646767,2.4071914,bicycle_parking
Unknown,48.8654095,2.4067531,bicycle_parking
Unknown,48.8657339,2.4065188,bicycle_parking
Unknown,48.8671558,2.3359183,motorcycle_parking
Unknown,48.8677817,2.403832,bicycle_parking
Unknown,48.8680515,2.403183,bicycle_parking
Unknown,48.8754223,2.3817762,bicycle_parking
Unknown,48.8771637,2.3825491,bicycle_parking
Unknown,48.877325,2.3824125,bicycle_parking
Unknown,48.8786915,2.3841788,bicycle_parking
Unknown,48.8786458,2.4000228,bicycle_parking
Unknown,48.8786591,2.4001213,bicycle_parking
Unknown,48.8795193,2.3860156,bicycle_parking
Paris-cy,48.854892,2.3583428,internet_cafe
Docteur Robert Steinmetzer,48.8651776,2.2981188,doctors
Valois,48.8773913,2.3103441,cafe
Plan D - Dwich & Glace,48.8732122,2.3632158,fast_food
Baci Bisou,48.87308,2.3630017,ice_cream
Bon Esprit,48.8678384,2.3551159,bar
Le Bec Fin - chez Saïd,48.8698058,2.3558532,restaurant
Soucoupe,48.8724058,2.3573906,cafe
Les Saveurs du Monde,48.8724331,2.357747,restaurant
Osè ! Afro Streetfood,48.8701365,2.3563465,fast_food
Indy,48.8700451,2.3559976,restaurant
Rococo,48.8693501,2.3559176,restaurant
Les Entretiens,48.8703334,2.3561575,bar
Korian Magenta,48.8733453,2.3593455,social_facility
Chez Domi,48.8699639,2.3559456,restaurant
Mooky,48.8698356,2.356205,restaurant
Unknown,48.8261098,2.2968922,bicycle_parking
Biche,48.8675172,2.3584716,bar
El Nopal,48.882009,2.3365119,restaurant
Le Mazenay,48.8636092,2.3533338,restaurant
Riad Kazi-Aoul,48.8260282,2.3106686,veterinary
Unknown,48.8386034,2.350858,clock
Unknown,48.8389755,2.3584117,post_box
Unknown,48.8404034,2.3612746,toilets
Unknown,48.8459771,2.3546737,clock
Unknown,48.8476088,2.3528503,taxi
Unknown,48.8476447,2.3527416,post_box
Unknown,48.8476548,2.352748,post_box
Unknown,48.8553207,2.3557602,post_box
Unknown,48.8565436,2.3551485,post_box
Docteur Larem Messaoudi,48.8936475,2.326252,doctors
Yo Mac and Cheese,48.8632542,2.3894552,restaurant
Unknown,48.8620988,2.2871719,post_box
Häagen-Dazs,48.8632382,2.3351445,ice_cream
Unknown,48.8615164,2.3544427,bench
Unknown,48.8615247,2.3548476,bench
Unknown,48.8615817,2.3549566,bench
Unknown,48.8616712,2.3550588,bench
Unknown,48.8614619,2.3545327,bench
Unknown,48.8617149,2.3549536,bench
Amorino,48.8575588,2.3574806,ice_cream
Unknown,48.8679421,2.3787074,post_box
Ingénieurs sans frontières,48.887345,2.3807045,social_centre
Unknown,48.8403638,2.2793266,dojo
La Cyclofficine de Paris,48.8715966,2.4110712,bicycle_repair_station
Le Village aux Enfants,48.8670526,2.3981671,childcare
Unknown,48.8692418,2.3812363,charging_station
Kokoya,48.8832979,2.3234274,restaurant
Crèche Collective,48.845912,2.4101722,childcare
Unknown,48.8352555,2.4065993,post_box
Unknown,48.8382867,2.4058818,post_box
Unknown,48.8392524,2.3877507,car_sharing
Unknown,48.8461083,2.4105306,post_box
Unknown,48.8582489,2.3902485,post_box
Zicatela,48.8734583,2.3440632,restaurant
Pti Nuage,48.8730299,2.343994,fast_food
Chez David,48.8730373,2.3442623,restaurant
Makham Thaï,48.8730327,2.3439141,restaurant
Unknown,48.832824,2.3711321,recycling
Unknown,48.8329488,2.3708483,bicycle_parking
Unknown,48.8329902,2.3708132,bicycle_parking
Le Simplon,48.8717826,2.3430107,fast_food
Place des Ternes,48.8777561,2.2986491,taxi
Unknown,48.8781377,2.2976201,post_box
Unknown,48.8799953,2.2947127,post_box
Unknown,48.8800233,2.2947237,post_box
Unknown,48.8800481,2.2947347,post_box
Unknown,48.8805234,2.2980007,post_box
Unknown,48.8805392,2.2979742,post_box
Unknown,48.8815326,2.2953544,post_box
Unknown,48.882236,2.2859038,post_box
Unknown,48.8852615,2.2966943,post_box
Unknown,48.886254,2.2923143,post_box
Terres de Café,48.856904,2.3015659,cafe
Parc Saint-Dominique,48.8582983,2.3021092,parking
Synagogue Charles Liché,48.8553705,2.3665311,place_of_worship
KEDGE Business School,48.875331,2.3346111,college
Parking Olivier Metra,48.8735418,2.3933719,parking_entrance
Koto-Koto,48.8460358,2.3793657,restaurant
Le Rossli,48.847842,2.3770608,cafe
Resto du Cœur Saint-Roch,48.865776,2.3326459,restaurant
L'Improbable,48.8581989,2.3573275,restaurant
BNP Paribas,48.8487404,2.3031686,atm
Goli Mayrhofer,48.8487639,2.3023101,doctors
L'Oustal,48.8483034,2.3011515,cafe
Marie Edith,48.8486896,2.3012383,restaurant
BNP Paribas,48.8486794,2.3031218,bank
Le Sept Quinze,48.8489206,2.3034387,restaurant
Unknown,48.8629355,2.3526635,bicycle_parking
Unknown,48.8953529,2.3203201,toilets
Unknown,48.8963511,2.3250664,bicycle_parking
Crèche Collective,48.871765,2.4120911,childcare
Crèche Familiale,48.8718585,2.4121917,childcare
Unknown,48.8724584,2.3994935,charging_station
Unknown,48.870816,2.3877031,drinking_water
Unknown,48.8723477,2.4131147,toilets
Unknown,48.87911,2.2909801,taxi
Unknown,48.8792583,2.2907897,motorcycle_parking
Bar à Bulles,48.884373,2.3323005,bar
Unknown,48.8417168,2.3053257,bench
Unknown,48.8421092,2.3057031,drinking_water
Unknown,48.8417276,2.3054045,bench
Unknown,48.8417853,2.3052143,waste_basket
Unknown,48.8417506,2.3054548,bench
Unknown,48.8418409,2.3053224,bench
Unknown,48.8418174,2.30527,bench
Unknown,48.8417486,2.305245,bench
Unknown,48.8418031,2.3054833,bench
Café de l'Empire,48.8582538,2.3284638,restaurant
Unknown,48.8419023,2.3058321,bench
Unknown,48.8418793,2.3056717,bench
Unknown,48.8420417,2.3056421,bench
Unknown,48.8221841,2.3520654,bicycle_parking
Unknown,48.824081,2.3162494,bicycle_parking
Unknown,48.8248042,2.3120329,bicycle_parking
Unknown,48.8255012,2.3673512,bicycle_parking
Unknown,48.825683,2.3715654,bicycle_parking
Unknown,48.827041,2.3662198,bicycle_parking
Unknown,48.8272607,2.304525,bicycle_parking
Unknown,48.8272108,2.3719947,bicycle_parking
Unknown,48.8273147,2.3046903,bicycle_parking
Unknown,48.8294234,2.3187808,bicycle_parking
Unknown,48.8308937,2.3045963,bicycle_parking
Unknown,48.8312183,2.4089244,drinking_water
Unknown,48.831701,2.3026624,bicycle_parking
Unknown,48.8319203,2.30623,bicycle_parking
Unknown,48.8328053,2.3009305,bicycle_parking
Unknown,48.8347684,2.4008698,bicycle_parking
Unknown,48.8364425,2.4032926,bicycle_parking
Unknown,48.8397644,2.3977798,bicycle_parking
Unknown,48.8418195,2.389326,bicycle_parking
Unknown,48.8439475,2.3391859,bicycle_parking
Unknown,48.8445323,2.2872245,bicycle_parking
Unknown,48.847885,2.2900163,bicycle_parking
Unknown,48.8833408,2.3879122,bicycle_parking
Unknown,48.8836416,2.3877042,bicycle_parking
Unknown,48.8846338,2.3873604,bicycle_parking
Unknown,48.8846183,2.3871256,bicycle_parking
Unknown,48.8858167,2.3867834,bicycle_parking
Unknown,48.8874616,2.3846714,bicycle_parking
Unknown,48.8935867,2.37693,bicycle_parking
Unknown,48.8944528,2.3708152,bicycle_parking
Café Rosa,48.8978088,2.3757137,restaurant
Thaï Basilic,48.8979453,2.3750027,restaurant
231 East Street,48.8983072,2.374476,fast_food
Collège Suzanne Lacore,48.8983825,2.3788832,school
École Primaire Publique Mac Donald,48.898389,2.3795284,school
Unknown,48.8419629,2.3056223,bench
Unknown,48.8420078,2.3055988,bench
Unknown,48.8420499,2.3056742,bench
Unknown,48.8420017,2.3057706,bench
Unknown,48.8419547,2.3058013,bench
Unknown,48.8420325,2.3056069,bench
Unknown,48.8419049,2.305655,bench
Unknown,48.841936,2.3056353,bench
Unknown,48.8419874,2.30561,bench
Unknown,48.8420548,2.3057403,bench
Unknown,48.842111,2.3055938,toilets
Le Relais du 15ème,48.8464939,2.2868334,restaurant
Lotus Viet Nam,48.8739296,2.3876725,restaurant
Unknown,48.8453098,2.3740245,waste_basket
Unknown,48.8443787,2.3730961,meeting_point
Unknown,48.8444588,2.3732264,ticket_validator
Unknown,48.8444679,2.3732526,waste_basket
Unknown,48.8450263,2.374055,ticket_validator
Unknown,48.8446534,2.3764718,waste_basket
Unknown,48.8447823,2.376211,bench
Le Lucernaire,48.8443113,2.3304411,cinema
Unknown,48.8834049,2.3811505,post_box
Unknown,48.8834203,2.3811338,post_box
Les Rupins,48.8719119,2.3597135,restaurant
Soon,48.8708643,2.3116539,restaurant
Gaidoz Sylvie,48.8686079,2.3251595,pharmacy
La Banque Postale,48.8465007,2.4010006,bank
Zabar,48.8698343,2.3942595,cafe
Sizin,48.8778223,2.3372674,restaurant
La Petite Cuisine de Sandrine,48.827962,2.3732954,restaurant
Le Perchoir de l'Est,48.8764213,2.3598356,bar
Sukiyaki,48.8269114,2.3805971,restaurant
Le Chant des Oliviers,48.8928236,2.3429978,restaurant
Café d’Albert,48.8925538,2.3431138,cafe
Café Lanni,48.8927798,2.3435489,cafe
Le 7ème B'art,48.8702384,2.3358711,restaurant
RATP,48.8491061,2.4075325,parking_space
Le Bouquet du Nord,48.880771,2.3525636,restaurant
Hanoi Ca Phe Bercy,48.832872,2.3863883,restaurant
Unknown,48.8670694,2.2331679,bench
Fichon,48.890949,2.3450954,restaurant
Unknown,48.8935572,2.3240986,bicycle_parking
Unknown,48.8933857,2.3253681,bicycle_parking
Unknown,48.8934026,2.3252933,bicycle_parking
Unknown,48.8940898,2.3244846,drinking_water
Unknown,48.8909372,2.32514,bicycle_parking
Unknown,48.8910061,2.3253632,bicycle_parking
Le Lutetia,48.8911198,2.3251714,cafe
Unknown,48.8907191,2.3258427,bicycle_parking
Unknown,48.8762049,2.3308902,bicycle_parking
Bekseju Village,48.8377563,2.3555937,restaurant
Il Était une Pizza,48.8404425,2.3127466,fast_food
Unknown,48.8678733,2.3244973,bicycle_parking
Unknown,48.8398638,2.3196159,toilets
Hoppy Corner,48.8677429,2.3474467,bar
Dame Tartine,48.8593051,2.3517123,restaurant
Unknown,48.8897598,2.3930262,bicycle_parking
Unknown,48.890635,2.3926911,bicycle_parking
Unknown,48.8922972,2.3903883,bicycle_parking
Unknown,48.8932634,2.3884335,bicycle_parking
Unknown,48.8409867,2.3249469,drinking_water
Unknown,48.839919,2.3275655,drinking_water
Stand,48.8408238,2.3250641,restaurant
Unknown,48.8296676,2.3718824,bicycle_parking
Pizza Hut,48.8282959,2.3729216,restaurant
Unknown,48.8289559,2.3725338,bicycle_parking
Unknown,48.8297489,2.3719225,bicycle_parking
Unknown,48.8273237,2.3740671,motorcycle_parking
Unknown,48.827391,2.3740103,waste_basket
Unknown,48.8274367,2.3739672,motorcycle_parking
Marché de la Madeleine,48.8717894,2.3248621,marketplace
Tsukizi,48.8531634,2.3339911,restaurant
Sous les Cerisiers,48.8438775,2.3281802,restaurant
Chez Hamadi,48.8513895,2.3445279,restaurant
Chez Lily,48.8514736,2.3445659,cafe
Wall Street Institute,48.8512188,2.3447465,college
Gomaya,48.851435,2.34455,restaurant
Le Porte-Pot,48.8513519,2.3445069,pub
Grains Nobles Et Plus,48.8515212,2.3445941,bar
نعمة,48.8745827,2.3061434,bar
Unknown,48.896639,2.3802466,bench
Unknown,48.89666,2.380546,bench
Unknown,48.8966998,2.3802436,bench
Unknown,48.8967174,2.3805417,bench
Unknown,48.8967606,2.3802405,bench
Unknown,48.8967748,2.3805374,bench
Unknown,48.8968213,2.3802374,bench
Unknown,48.8968322,2.3805331,bench
Unknown,48.8970085,2.3806723,bicycle_parking
Unknown,48.897035,2.3802104,bench
Unknown,48.897041,2.3805075,bench
Unknown,48.897044,2.3811703,waste_basket
Unknown,48.89705,2.38126,waste_basket
Unknown,48.8970765,2.3802036,waste_basket
Unknown,48.897112,2.3802053,bench
Unknown,48.897118,2.3805023,bench
Unknown,48.8971253,2.3805981,bench
Unknown,48.8971855,2.3805954,waste_basket
Unknown,48.8971891,2.3802001,bench
Unknown,48.8971951,2.3804971,bench
Unknown,48.8972462,2.3805917,bench
Unknown,48.8972571,2.3803381,waste_basket
Unknown,48.8972655,2.3802951,bench
Unknown,48.8972661,2.3801949,bench
Unknown,48.8972697,2.3803839,bench
Unknown,48.8972721,2.3804919,bench
Le petit grumeau,48.8384329,2.3563057,restaurant
MJC Les Hauts de Belleville,48.8735919,2.4018419,community_centre
Unknown,48.8521919,2.4013317,post_box
Unknown,48.8521968,2.401328,post_box
Unknown,48.8538558,2.4026737,post_box
Unknown,48.8677121,2.3836948,post_box
Unknown,48.8677136,2.3837022,post_box
Unknown,48.8697565,2.3850551,car_sharing
Thuy,48.8477642,2.3866103,fast_food
Monsieur Bleu,48.8641964,2.2968946,restaurant
Unknown,48.8395711,2.3942906,post_box
Unknown,48.8489826,2.3711565,post_box
Unknown,48.8513648,2.3721309,post_box
Unknown,48.8519092,2.3740419,post_box
Unknown,48.8519134,2.3740238,post_box
Adana,48.8912833,2.375884,fast_food
Unknown,48.8315468,2.3667626,shelter
Unknown,48.8209442,2.370207,bicycle_parking
Unknown,48.8211833,2.3697894,bicycle_parking
Unknown,48.8222984,2.3277275,bicycle_parking
Unknown,48.8273142,2.3366147,bicycle_parking
Unknown,48.8278176,2.3643351,bicycle_parking
Unknown,48.8278679,2.3643653,bicycle_parking
Unknown,48.8290645,2.3535972,bicycle_parking
Unknown,48.8291881,2.3535368,bicycle_parking
Unknown,48.8297022,2.359064,bicycle_parking
Unknown,48.8298808,2.359089,bicycle_parking
Unknown,48.8300243,2.3542328,bicycle_parking
Unknown,48.8315673,2.3408763,bicycle_parking
Unknown,48.833673,2.3613236,bicycle_parking
Unknown,48.8368374,2.359801,bicycle_parking
Unknown,48.837057,2.3599628,bicycle_parking
Unknown,48.8387831,2.3612078,bicycle_parking
Unknown,48.8532816,2.3794181,bicycle_parking
Unknown,48.8534687,2.3924064,bicycle_parking
Unknown,48.8539228,2.3925671,bicycle_parking
Unknown,48.8552,2.3870054,bicycle_parking
Unknown,48.8553014,2.3885831,bicycle_parking
Unknown,48.8556872,2.3911083,bicycle_parking
Unknown,48.8570954,2.3905958,bicycle_parking
Unknown,48.8659562,2.3841401,bicycle_parking
Unknown,48.8663244,2.3833405,bicycle_parking
Unknown,48.8663317,2.3837297,bicycle_parking
Unknown,48.8717061,2.37181,bicycle_parking
Unknown,48.8723424,2.3714159,bicycle_parking
Unknown,48.8749341,2.37389,bicycle_parking
Unknown,48.8759092,2.3681817,motorcycle_parking
Unknown,48.8763366,2.3722844,bicycle_parking
Unknown,48.8771312,2.3662211,bicycle_parking
Unknown,48.879578,2.3623878,bicycle_parking
Unknown,48.8805339,2.3661217,bicycle_parking
Unknown,48.8814738,2.3644199,bicycle_parking
Unknown,48.8817471,2.3539735,bicycle_parking
Unknown,48.8819227,2.3529704,bicycle_parking
Unknown,48.8819855,2.3519535,bicycle_parking
Unknown,48.8823446,2.3546546,bicycle_parking
Unknown,48.8826642,2.3623702,bicycle_parking
Unknown,48.8830922,2.3613992,bicycle_parking
Unknown,48.8832025,2.3616437,bicycle_parking
Unknown,48.8836596,2.3603444,bicycle_parking
Unknown,48.8849663,2.3564838,bicycle_parking
Unknown,48.8849706,2.3563497,bicycle_parking
Unknown,48.8963628,2.3530123,toilets
Unknown,48.8968218,2.3526841,bicycle_parking
Hôpital Saint Antoine,48.85063,2.3843124,taxi
Picchetto,48.8509092,2.3002401,restaurant
Société Générale,48.850713,2.29989,bank
The Beans on Fire,48.8855448,2.3382875,cafe
Nems & Sushi,48.8384157,2.371456,restaurant
Sakoura,48.8389743,2.3706924,restaurant
Unknown,48.8373115,2.3726982,bicycle_parking
Unknown,48.8375548,2.3726416,waste_basket
Chez Tartar,48.8846296,2.314904,restaurant
Le Versigny,48.8953287,2.3432159,restaurant
Unknown,48.8563242,2.2963476,toilets
Bobun,48.8650266,2.3571207,restaurant
Le Coq Rico,48.8872161,2.3371921,restaurant
Philippe et Jean Pierre,48.8666946,2.302603,restaurant
Unknown,48.8872202,2.3372428,post_box
Le Molière,48.8539093,2.3373599,cafe
49.3,48.8555896,2.3846707,bar
Unknown,48.8440638,2.3757582,vending_machine
Unknown,48.8444956,2.3767027,waste_basket
Unknown,48.8444352,2.3768127,waste_basket
Unknown,48.8445263,2.3765419,waste_basket
Centre de formation Laser,48.8724971,2.3922679,training
Unknown,48.8478549,2.4059331,post_box
Unknown,48.8489836,2.4029434,post_box
Unknown,48.8587683,2.4100554,post_box
Unknown,48.850384,2.3802167,post_box
Unknown,48.8466028,2.3871334,post_box
Unknown,48.8717984,2.3721875,recycling
Foyer Tolbiac,48.8263877,2.3433762,social_facility
Unknown,48.8423956,2.3548689,fountain
Unknown,48.8424315,2.3551122,fountain
Église de Jésus-Christ des saints des derniers jours,48.8593758,2.3531152,place_of_worship
Unknown,48.8784038,2.3084948,drinking_water
Unknown,48.8875116,2.338425,drinking_water
Unknown,48.8765476,2.2652993,bicycle_parking
Unknown,48.8766664,2.2654522,bicycle_parking
Unknown,48.8722583,2.3695642,recycling
Le Tigre qui pleure,48.8297615,2.3714924,restaurant
Le Mambo Café,48.829477,2.3715034,cafe
Merysia,48.8306864,2.3734823,restaurant
Aupa Caminito - Burger Croissant 🥐🍔,48.8269259,2.3744389,restaurant
Les marmites du Soleil,48.8316618,2.3724463,fast_food
Compos13,48.8317442,2.3701992,recycling
Unknown,48.8513861,2.3204513,drinking_water
Unknown,48.8449338,2.2928545,drinking_water
Unknown,48.8513838,2.3204967,toilets
Unknown,48.8330658,2.2999139,bicycle_parking
Unknown,48.8332086,2.2995549,bicycle_parking
Unknown,48.834209,2.2966012,bicycle_parking
Unknown,48.835345,2.285398,bicycle_parking
Unknown,48.8366471,2.2806471,bicycle_parking
Unknown,48.8367317,2.2929827,bicycle_parking
Unknown,48.8374673,2.285372,bicycle_parking
Unknown,48.8381056,2.281912,bicycle_parking
Unknown,48.8384329,2.2820697,bicycle_parking
Unknown,48.8385893,2.3134951,bicycle_parking
Unknown,48.839233,2.2857623,bicycle_parking
Unknown,48.8428593,2.3184518,bicycle_parking
Unknown,48.845104,2.3697275,bicycle_parking
Unknown,48.857545,2.4020911,bicycle_parking
Unknown,48.8577599,2.4028716,bicycle_parking
Unknown,48.8588102,2.3842232,bicycle_parking
Unknown,48.8592721,2.3862951,bicycle_parking
Unknown,48.8593283,2.402557,bicycle_parking
Unknown,48.8605778,2.4044809,bicycle_parking
Unknown,48.862757,2.4066651,bicycle_parking
Unknown,48.8666855,2.4061863,bicycle_parking
Unknown,48.8683431,2.4036885,bicycle_parking
Bon Pot,48.8704658,2.3394462,restaurant
Cojean,48.8740712,2.33791,fast_food
Herb Tea,48.8737884,2.3380891,cafe
Le Jean Bart,48.8732786,2.3389,cafe
Les Gouttes de Dieu,48.8731715,2.3393853,bar
Ardis,48.8950902,2.3405632,shop
Unknown,48.8834506,2.3043343,waste_basket
Unknown,48.8803671,2.2953124,bicycle_parking
Clinique Vétérinaire,48.8814762,2.2999449,veterinary
Unknown,48.8885183,2.3156965,waste_basket
Unknown,48.8927496,2.311528,bench
Unknown,48.8928461,2.3118223,waste_basket
Unknown,48.8874276,2.3144149,waste_basket
Aux Trois Marches,48.8866891,2.3122645,restaurant
Unknown,48.8893195,2.315827,waste_basket
Unknown,48.8927722,2.3117834,waste_basket
Unknown,48.892698,2.311392,waste_basket
Unknown,48.8925052,2.3122589,bench
Unknown,48.8848945,2.3068074,bicycle_parking
Unknown,48.8815947,2.2993953,veterinary
Le Bistrot d'à Côté,48.8815184,2.2989601,pub
Unknown,48.8255885,2.371058,bicycle_parking
Lao Wasana,48.8257,2.3717619,restaurant
Yaya École de piano,48.8261691,2.3716348,music_school
Les Saveurs de Saïgon,48.8261211,2.3716861,restaurant
Unknown,48.8758743,2.3644912,recycling
Unknown,48.8744291,2.3629197,recycling
Unknown,48.8818811,2.3690482,recycling
Unknown,48.875346,2.3624132,drinking_water
O'32,48.8286639,2.373017,fast_food
Domino's,48.8281749,2.3720555,fast_food
Unknown,48.870972,2.3653175,recycling
Unknown,48.8494824,2.3552394,recycling
Café d'Auteur,48.8542481,2.3382612,cafe
Ristorante de Luca,48.8780306,2.2871881,restaurant
Unknown,48.8780603,2.2880493,recycling
Lou Bistrot,48.8780325,2.2874339,restaurant
Unknown,48.877931,2.2876496,bicycle_parking
Ouest My Vet,48.8782071,2.2878106,veterinary
Kashmir House,48.877062,2.3522139,restaurant
SIXT,48.8916292,2.3187448,car_rental
Unknown,48.8423195,2.3543495,fountain
École maternelle Franc Nohain,48.8214062,2.3750764,school
École élémentaire Franc Nohain,48.8216155,2.3749081,school
C'DéCalé,48.8844524,2.3196245,bar
Unknown,48.8457723,2.3738958,vending_machine
La Boétie,48.8721606,2.3088868,restaurant
Good Time,48.8270857,2.3677812,fast_food
Traiteur Express Tolbiac,48.8271176,2.3679957,restaurant
Royal Tandoori,48.8402634,2.3988788,restaurant
Unknown,48.8317942,2.3759913,bench
Unknown,48.8318546,2.3762233,bench
Unknown,48.8318621,2.3758647,bench
Unknown,48.8319628,2.3762172,bench
El Guacamole,48.8454705,2.3544349,fast_food
Filakia - Petit Café d'Athènes,48.8656286,2.3456746,fast_food
Cinco Bodega,48.8731954,2.3522474,restaurant
Crêperie bobo,48.8599258,2.3512194,fast_food
Crêperie Beaubourg,48.8591937,2.351608,restaurant
Le Jardin de Thé,48.8594541,2.3518372,restaurant
Mermaids & Divers,48.8537363,2.372743,bar
Unknown,48.8409921,2.2623437,post_box
Unknown,48.8420535,2.2618639,post_box
Unknown,48.8428933,2.2601058,post_box
Unknown,48.8480655,2.2644238,clock
Unknown,48.8568612,2.2834712,post_box
Unknown,48.8585875,2.2847021,clock
Mamie,48.8730594,2.3429045,restaurant
Pharmacie Bienvenu,48.8409365,2.3218358,pharmacy
Unknown,48.8373762,2.3220396,car_sharing
École maternelle de l'Ouest,48.8370745,2.3222527,school
École élémentaire Jean Zay,48.8376679,2.3207072,school
La Belle Hortense,48.8575029,2.3574373,bar
Lycée technologique privé École Technique Supérieure du Laboratoire,48.8281009,2.3730715,school
École Maternelle,48.8242469,2.3701,school
École primaire,48.8250163,2.3702383,school
Unknown,48.8738624,2.3007632,post_box
Unknown,48.8738418,2.3007392,waste_basket
Pathé Beaugrenelle,48.8491709,2.2822785,cinema
École Maternelle Publique,48.8507782,2.4072516,school
Allô Sarina,48.8918687,2.3726233,fast_food
Union des Comptoirs Savoyards,48.8760861,2.3234691,bureau_de_change
Pistache - Le Petit Apéro,48.8839113,2.3202071,pub
Le Boursault,48.8836713,2.3204427,restaurant
Vague Coffee,48.8863615,2.3176566,fast_food
Unknown,48.8411326,2.2856601,drinking_water
Restaurant du Campus,48.8270044,2.3671634,fast_food
Le Traiteur d'Asie,48.8270419,2.3674196,fast_food
Avis,48.827065,2.3676188,car_rental
Gabriela,48.8769983,2.3404395,restaurant
Unknown,48.8573611,2.3406323,drinking_water
Unknown,48.8574272,2.387964,drinking_water
Unknown,48.8684009,2.3879563,bench
Unknown,48.8684157,2.3880428,bench
Schlotzsky's,33.6597568,-95.5101194,fast_food
Alca Boca,48.8830175,2.3184119,restaurant
Unknown,48.8273323,2.3690973,post_box
Spezia Piadina,48.8731255,2.326105,restaurant
Unknown,48.8813547,2.3153823,post_box
Unknown,48.8830021,2.3089862,post_box
Unknown,48.8855055,2.2923016,post_box
Unknown,48.8856521,2.292738,post_box
Unknown,48.8868459,2.2938131,post_box
Chapelle Saint-Jean-XXIII,48.8948573,2.3459595,place_of_worship
Gegeor,48.8800496,2.3311537,restaurant
Péniche River's King,48.8513816,2.2798545,bar
La Pointe du Grouin,48.8794535,2.3524103,restaurant
Unknown,48.8539224,2.4107735,drinking_water
Wanderlust,48.8402962,2.3705034,bar
Blueberry,48.8527567,2.3314219,restaurant
Rooftop Bar,48.8528186,2.3422724,bar
Unknown,48.8231579,2.3662745,bench
Unknown,48.8237664,2.3731848,bicycle_parking
Unknown,48.8237851,2.3732772,motorcycle_parking
Unknown,48.8236034,2.370792,bicycle_parking
ASV,48.8247538,2.3728424,community_centre
La Paillote d'Asie,48.8239235,2.3735633,restaurant
Unknown,48.8242909,2.3730566,bicycle_parking
Unknown,48.8232803,2.3660304,bench
Unknown,48.8227446,2.3674308,bicycle_parking
Unknown,48.8227186,2.3672641,motorcycle_parking
Unknown,48.8236674,2.3724058,waste_basket
