name,latitude,longitude,type
Unknown,48.8663682,2.2949887,vending_machine
Unknown,48.8713754,2.303408,waste_basket
Unknown,48.8667989,2.2952349,bench
Unknown,48.8705478,2.363228,bicycle_parking
Unknown,48.8525493,2.3484953,bench
Unknown,48.8526488,2.3484207,bench
Unknown,48.8526848,2.3485954,bench
Unknown,48.8524513,2.3484239,bench
Unknown,48.8526062,2.3485354,bench
Unknown,48.8524994,2.3483119,bench
Unknown,48.8525966,2.3483861,bench
Unknown,48.8455886,2.3790931,waste_basket
Unknown,48.8455442,2.3791285,waste_basket
Collège Louise Michel,48.872259,2.3635103,school
Webstart,48.870508,2.3631073,college
Unknown,48.881797,2.318826,waste_basket
Unknown,48.8825125,2.3120029,bicycle_parking
Unknown,48.880197,2.3200522,bicycle_parking
Unknown,48.8793952,2.3217674,waste_basket
Unknown,48.8833623,2.3125251,waste_basket
Unknown,48.8777482,2.3229201,recycling
Unknown,48.8801997,2.3199432,waste_basket
Unknown,48.8816128,2.3189204,waste_basket
Unknown,48.8799473,2.3207122,waste_basket
Unknown,48.8833671,2.3128305,bicycle_rental
Unknown,48.882344,2.318552,vending_machine
Unknown,48.883324,2.3129118,bench
Unknown,48.8804045,2.3193777,waste_basket
Unknown,48.8852456,2.3151358,waste_basket
Unknown,48.8779489,2.3228085,waste_basket
Unknown,48.8804944,2.3191126,waste_basket
Unknown,48.8796687,2.3216173,waste_basket
Unknown,48.8761574,2.3210494,waste_basket
Unknown,48.8782448,2.3196181,bicycle_parking
Unknown,48.8835152,2.3133652,waste_basket
Unknown,48.8762025,2.3210438,waste_basket
Unknown,48.8795396,2.3215351,waste_basket
Unknown,48.8825797,2.3118586,bicycle_parking
Unknown,48.8834194,2.3130994,waste_basket
Unknown,48.8852369,2.3105711,waste_basket
Unknown,48.8781737,2.3196488,bicycle_parking
Unknown,48.8838347,2.3135082,waste_basket
Unknown,48.8812211,2.3190664,vending_machine
Unknown,48.8788573,2.322331,waste_basket
Unknown,48.883503,2.3132298,waste_basket
Unknown,48.8797618,2.3209158,waste_basket
Unknown,48.8763488,2.3246465,waste_basket
Unknown,48.8833687,2.3126746,waste_basket
Unknown,48.8786599,2.3221627,waste_basket
Unknown,48.8851628,2.3107885,bench
Unknown,48.8805873,2.3198215,vending_machine
Unknown,48.8812378,2.3190601,waste_basket
Unknown,48.8777237,2.3226637,waste_basket
Unknown,48.8806315,2.3193718,waste_basket
Unknown,48.8801531,2.3202204,bicycle_parking
Unknown,48.8786902,2.3223857,waste_basket
Chicken King,48.8828801,2.3712566,fast_food
Unknown,48.8835988,2.3133891,waste_basket
Unknown,48.8314888,2.3270615,waste_basket
Unknown,48.8315363,2.32692,waste_basket
Unknown,48.8319225,2.3274168,vending_machine
Unknown,48.8311801,2.3281608,vending_machine
Unknown,48.8329405,2.327795,vending_machine
Unknown,48.831169,2.3281981,waste_basket
Unknown,48.8328271,2.3274513,waste_basket
L'égyptien café coworking,48.8170228,2.3411869,cafe
Unknown,48.8658048,2.3178238,bench
Unknown,48.8439471,2.3900012,drinking_water
Unknown,48.8486642,2.3781049,waste_basket
Sélune,48.8505171,2.3872515,restaurant
Unknown,48.8347342,2.3304628,bench
Unknown,48.8346748,2.330912,bench
Unknown,48.8348859,2.3302166,bench
Unknown,48.8347023,2.3309707,bench
Unknown,48.8348104,2.3306581,bench
Unknown,48.8347197,2.3304866,bench
Unknown,48.8348719,2.3317259,bench
Unknown,48.8343485,2.3312062,bench
Unknown,48.8348955,2.3304219,bench
Unknown,48.8348412,2.330574,bench
Unknown,48.8345031,2.3313635,bench
Unknown,48.8341329,2.3311831,bench
Unknown,48.8348264,2.331659,bench
Unknown,48.8342659,2.3311391,bench
Unknown,48.8341069,2.3314015,bench
Unknown,48.8341859,2.3314746,bench
Unknown,48.8348105,2.3303385,bench
Unknown,48.8339908,2.3327004,bench
Unknown,48.8341224,2.3312258,bench
Unknown,48.8348139,2.3299664,vending_machine
Unknown,48.8346995,2.331949,bench
Unknown,48.8346863,2.3317876,bench
Unknown,48.8348006,2.3320053,bench
Unknown,48.8339688,2.3326986,bench
Unknown,48.8345741,2.3318536,bench
Unknown,48.8345316,2.332928,bicycle_parking
Unknown,48.83473,2.3319377,bench
Unknown,48.8345529,2.3319023,waste_basket
Unknown,48.8348662,2.3304979,bench
Unknown,48.8347821,2.3307405,bench
Unknown,48.8347146,2.3317094,bench
Unknown,48.834928,2.3301416,bench
Unknown,48.8349186,2.330346,bench
Unknown,48.8323775,2.3306554,bench
Unknown,48.8346256,2.3309661,bench
Unknown,48.8349486,2.3302689,bench
Unknown,48.8347722,2.3304017,bench
Unknown,48.8346178,2.331738,bench
Unknown,48.8343125,2.3311757,bench
Unknown,48.834102,2.3313229,bench
Unknown,48.8317605,2.3301145,bench
Unknown,48.8349777,2.3301907,bench
Unknown,48.834573,2.3309168,bench
Unknown,48.8340091,2.3326397,bench
Unknown,48.8344206,2.3312639,bench
Unknown,48.8340972,2.3313668,bench
Unknown,48.8341331,2.3314175,bench
Unknown,48.8346965,2.3308642,bench
Unknown,48.8348495,2.330279,bench
Unknown,48.8347845,2.3316144,bench
Unknown,48.8342325,2.3315271,bench
Unknown,48.8347548,2.3308188,bench
Unknown,48.8346738,2.3319292,bench
Unknown,48.8340426,2.3326326,bench
Unknown,48.8344765,2.3313204,bench
Unknown,48.8438743,2.3605569,bench
Unknown,48.8439059,2.3606745,bench
Unknown,48.8437573,2.3607628,bench
Unknown,48.8437663,2.3606182,bench
Unknown,48.8437274,2.3606406,bench
Unknown,48.8440285,2.3604648,bench
Unknown,48.8440606,2.3605863,bench
Unknown,48.8440866,2.3604362,bench
Unknown,48.8441142,2.3605501,bench
Unknown,48.8441648,2.3605196,bench
Supreme Durum,48.8837065,2.3211697,restaurant
Atelier de Restauration et de Conservation des Photographies de la Ville de Paris,48.8549644,2.3593532,arts_centre
Le petit village,48.828741,2.3508419,bar
O vingt-deux,48.8659471,2.3064809,restaurant
Bar des Théâtres,48.865308,2.3039978,restaurant
Institut Polonais,48.8653501,2.3049478,community_centre
lêlê vietnam,48.8571956,2.3848801,restaurant
Restaurant spécialité,48.8533239,2.3881306,fast_food
Unknown,48.8650766,2.3383404,bench
Unknown,48.8653053,2.3384843,bench
Unknown,48.8651196,2.3381687,bench
Unknown,48.8653476,2.3383016,bench
Unknown,48.8381718,2.3258851,bench
Unknown,48.838366,2.3257153,bench
Unknown,48.8382801,2.3258646,bench
Unknown,48.8386398,2.3247822,bench
Unknown,48.8383636,2.3260194,bench
Unknown,48.8437543,2.3897973,bench
Unknown,48.8438796,2.389859,bench
Unknown,48.8437847,2.3898469,bench
Unknown,48.8439123,2.3899086,bench
Unknown,48.8438209,2.3899716,bench
Unknown,48.8437856,2.3899032,bench
Cabinet Léah Med,48.8355713,2.4032643,doctors
Unknown,48.8463358,2.2829023,waste_basket
Unknown,48.8463761,2.2837128,waste_basket
Unknown,48.8464754,2.2834037,waste_basket
Unknown,48.8465142,2.2831629,waste_basket
Unknown,48.8713996,2.3442239,bicycle_parking
Poubelle,48.8639848,2.402856,waste_basket
Unknown,48.853567,2.4018313,recycling
A Cursita,48.8499268,2.3866557,restaurant
Unknown,48.843458,2.2992976,bench
Seeklo,48.865634,2.3776918,restaurant
Unknown,48.8435475,2.2989608,waste_basket
La cerise sur le piano,48.843395,2.2980024,music_school
Unknown,48.8435393,2.2989293,bench
Unknown,48.8435619,2.2992824,waste_basket
Unknown,48.8637357,2.3714323,recycling
Unknown,48.8637879,2.3713934,recycling
Unknown,48.854882,2.3728989,recycling
Unknown,48.8612153,2.3745755,recycling
Qian Xi,48.8604127,2.3459443,restaurant
Unknown,48.8699557,2.3478122,waste_basket
Unknown,48.8701332,2.3478212,waste_basket
Unknown,48.8699317,2.3485811,waste_basket
Unknown,48.8229653,2.3399223,bench
Unknown,48.8242166,2.3390958,bench
Unknown,48.8229112,2.3399366,bench
Unknown,48.8212014,2.3407993,recycling
Unknown,48.8230208,2.339902,bench
Unknown,48.8242406,2.3397318,recycling
Unknown,48.8228733,2.3399473,bench
Unknown,48.8231272,2.3398674,bench
Unknown,48.8230658,2.3398881,bench
Unknown,48.8240724,2.3384772,bench
Unknown,48.8235286,2.3396496,bench
Unknown,48.820949,2.3409,bench
Unknown,48.8219995,2.3383043,bench
Unknown,48.8225575,2.3377065,bench
Unknown,48.8225618,2.3376643,bench
Unknown,48.8240633,2.3366834,bench
Unknown,48.8240477,2.3366118,bench
Unknown,48.8242563,2.3385333,bench
Moon Fusion,48.874639,2.3413886,restaurant
Neko Ramen,48.8742786,2.3418933,restaurant
Bien Bien 2,48.8725879,2.3442898,restaurant
Kisoro Sushi,48.8750365,2.3392311,restaurant
Unknown,48.8725823,2.373823,waste_basket
La Bouchée Végé,48.8676985,2.3570967,fast_food
Unknown,48.8348701,2.4039144,recycling
Unknown,48.8351118,2.4037246,bicycle_parking
Unknown,48.8456467,2.3825313,recycling
Unknown,48.8457338,2.3823791,bench
Unknown,48.8495968,2.3525473,parking_entrance
Pif,48.8724731,2.3441195,bar
Baba Zulu,48.8498968,2.3868325,fast_food
Biscuit,48.8498621,2.3871064,training
Golden Sushi,48.8497685,2.3876627,restaurant
Pitas & Petits Plats,48.8498731,2.3870033,restaurant
La Cantine De Sam,48.8392573,2.3560813,restaurant
Unknown,48.8603198,2.4041236,drinking_water
Unknown,48.8351209,2.4068369,drinking_water
Unknown,48.8643714,2.4013822,bench
Unknown,48.8642535,2.4006552,bench
Unknown,48.8643539,2.4013695,bench
Unknown,48.859847,2.4032342,bicycle_parking
Unknown,48.8625731,2.4033211,bicycle_parking
Unknown,48.8643206,2.4010997,bicycle_parking
Unknown,48.8642913,2.4009405,bench
Unknown,48.8642706,2.400677,bench
Unknown,48.8643114,2.4009649,bench
Unknown,48.8624419,2.4034578,bicycle_parking
Unknown,48.8623413,2.4035044,bicycle_parking
Unknown,48.864436,2.4016275,bicycle_parking
Unknown,48.864498,2.4015745,bicycle_parking
Unknown,48.8644953,2.4014843,bicycle_parking
Unknown,48.8598627,2.4032234,waste_basket
Alesti,48.8724116,2.3430391,restaurant
Le Toit,48.8682013,2.3921497,bar
Le Toit,48.8682013,2.3921497,bar
Unknown,48.8843243,2.3682938,atm
Unknown,48.8649329,2.39445,bicycle_repair_station
Unknown,48.8805441,2.3676397,waste_basket
Unknown,48.8769029,2.2974685,bicycle_parking
Unknown,48.8765274,2.297197,bicycle_parking
Unknown,48.8432369,2.296569,bench
L'atelier du quartier le 12,48.8425177,2.2987316,dancing_school
Unknown,48.8777705,2.3758148,waste_basket
Unknown,48.8767589,2.3782207,waste_basket
Unknown,48.8777147,2.3777886,waste_basket
Unknown,48.8429026,2.29527,waste_basket
Unknown,48.8428627,2.2954964,waste_basket
Unknown,48.8428073,2.2980836,bicycle_parking
Unknown,48.8429704,2.296466,waste_basket
Unknown,48.843005,2.29647,bicycle_parking
Unknown,48.843034,2.2964204,vending_machine
Unknown,48.8433661,2.2965574,bench
AMI médecine du travail,48.8437419,2.2971696,doctors
Unknown,48.8430963,2.2986529,bicycle_parking
Unknown,48.8428386,2.2981398,waste_basket
Unknown,48.8416019,2.2988649,waste_basket
Unknown,48.8416045,2.2990503,waste_basket
Unknown,48.8410266,2.2972316,waste_basket
Unknown,48.8412734,2.2980188,waste_basket
Waly-Fay,48.8542906,2.3818901,restaurant
wow! Tea,48.8685788,2.3397553,cafe
Unknown,48.8671635,2.2721896,bench
Unknown,48.8765656,2.331253,bench
Unknown,48.8279044,2.3263621,waste_basket
Unknown,48.8820446,2.3199254,waste_basket
Unknown,48.8819747,2.3198589,bench
Unknown,48.8767207,2.3313834,bench
Unknown,48.8765525,2.3314842,bench
Unknown,48.8286911,2.3245213,bench
Unknown,48.8285047,2.324655,bench
Unknown,48.8820169,2.3199454,waste_basket
Unknown,48.8765545,2.3315634,bench
Unknown,48.8670911,2.2721069,bench
Unknown,48.8765787,2.3315411,bench
Unknown,48.8820155,2.3197612,recycling
Unknown,48.8765511,2.3314128,bench
Unknown,48.8670005,2.2720522,bench
Unknown,48.8765656,2.3316507,recycling
Unknown,48.8821316,2.3202908,waste_basket
Unknown,48.8282189,2.3254655,bench
Unknown,48.8279804,2.3264075,waste_basket
Unknown,48.8820266,2.3198204,bench
Unknown,48.8766788,2.3314104,bench
Unknown,48.8765974,2.3314998,bench
Unknown,48.8765652,2.3313072,bench
Unknown,48.8766472,2.3314504,bench
Unknown,48.8765567,2.3313573,bench
Unknown,48.8280448,2.3262775,bench
Chapelle Notre-Dame des Malades,48.8822635,2.3613237,place_of_worship
Le Jardin des Traverses JDT,48.8981406,2.3521546,arts_centre
Unknown,48.8359598,2.3671924,waste_basket
La Trockette,48.8621631,2.3840119,cafe
Good News,48.8739835,2.3371546,cafe
Unknown,48.8218578,2.3323747,bench
GuTea,48.8343925,2.3457044,cafe
Unknown,48.8630545,2.3498167,waste_basket
Unknown,48.8658169,2.2925558,recycling
Café Nuances,48.8679319,2.3314675,cafe
Studio 22db,48.8664286,2.2917066,studio
Tchin Tchin,48.8648212,2.2918204,cafe
Unknown,48.8336656,2.3198691,bench
Fu de Cha,48.8569307,2.3425978,cafe
Unknown,48.8546298,2.3307458,bench
Unknown,48.8545193,2.3309701,bench
Unknown,48.8288545,2.3298676,bicycle_parking
Unknown,48.8289087,2.3298659,bicycle_parking
Unknown,48.8289097,2.3302536,bicycle_parking
Unknown,48.8766563,2.392792,recycling
Unknown,48.8669913,2.3922569,bench
Unknown,48.8351381,2.3204349,waste_basket
Bagelstein,48.8440696,2.3761642,fast_food
Douieb,48.8737799,2.3442798,restaurant
Unknown,48.8287576,2.3301355,bicycle_parking
Le Baudet Bar,48.8724726,2.3515523,bar
Unknown,48.8952648,2.3398755,parcel_locker
Unknown,48.8589777,2.3811659,bicycle_parking
Unknown,48.8956451,2.3396275,recycling
Unknown,48.8952771,2.3398617,parcel_locker
Centre de méditation Kdampa Paris,48.8799958,2.3585475,meditation_centre
Unknown,48.8800637,2.3588989,bicycle_parking
Unknown,48.8894632,2.3445541,parcel_locker
Unknown,48.8602641,2.4037981,bench
Unknown,48.8610218,2.40247,bench
Unknown,48.8805503,2.3493338,motorcycle_parking
Unknown,48.8639279,2.3993214,bench
Unknown,48.8600756,2.4039657,waste_basket
Unknown,48.8631081,2.3999074,bench
Unknown,48.8762356,2.3386138,recycling
Unknown,48.876238,2.3386293,waste_disposal
Unknown,48.8323008,2.3304947,motorcycle_parking
Unknown,48.8288946,2.3295993,bicycle_parking
Unknown,48.8761559,2.2801441,bench
Unknown,48.8761803,2.280516,bench
Unknown,48.876428,2.2806925,bench
Unknown,48.8759853,2.2797878,bench
Unknown,48.8763992,2.2820489,bench
Unknown,48.8764902,2.2818021,drinking_water
Machiya Bento & Pâtisserie,48.873396,2.3160431,restaurant
L'École de la Maille de Paris,48.8897534,2.3513983,college
Unknown,48.8825298,2.3381033,toilets
Unknown,48.8518242,2.3664679,bicycle_parking
Shimmy ya,48.874166,2.3157868,fast_food
Unknown,48.8738912,2.3153931,waste_basket
Nina's,48.8743295,2.3159608,fast_food
Papy youda,48.8842751,2.38999,fast_food
Le Mignon,48.8766107,2.3435175,restaurant
Via Mela,48.8766037,2.3434021,restaurant
Unknown,48.8798961,2.309585,bench
Unknown,48.8794547,2.3063212,bench
Unknown,48.8787733,2.3068646,bench
Unknown,48.8798128,2.3096852,bench
Unknown,48.8796449,2.3067334,bench
Unknown,48.8797654,2.3070447,bench
Unknown,48.8797782,2.3070667,bench
Unknown,48.8798857,2.3083293,bench
Unknown,48.8799938,2.3086801,bench
Unknown,48.8793974,2.3061608,bench
Unknown,48.8799742,2.3096746,bench
Unknown,48.8794469,2.3062741,bench
Unknown,48.8790295,2.3062195,bench
Unknown,48.8799418,2.3085397,bench
Unknown,48.8797887,2.3070936,bench
Unknown,48.879745,2.3073805,bench
Unknown,48.8794572,2.3063749,bench
Unknown,48.8794531,2.3064665,bench
Unknown,48.8790168,2.3062639,bench
Unknown,48.8797286,2.3097326,bench
Unknown,48.8795388,2.306639,bench
Unknown,48.8795664,2.3066266,bench
Unknown,48.8796433,2.3067722,bench
Unknown,48.879786,2.3075796,bench
Unknown,48.8797664,2.3075035,bench
Unknown,48.8797547,2.3074473,bench
Unknown,48.8799771,2.3086367,bench
Unknown,48.8798765,2.308286,bench
Unknown,48.8793812,2.3087741,bench
Unknown,48.8799701,2.3096243,bench
Unknown,48.8799159,2.3084489,bench
Unknown,48.8799289,2.3085003,bench
Unknown,48.8790466,2.3061722,bench
Unknown,48.8790788,2.3061382,bench
Unknown,48.8791159,2.3061138,bench
Unknown,48.8791503,2.3060962,bench
Unknown,48.8791911,2.3060806,bench
Unknown,48.8792273,2.306077,bench
Unknown,48.8792786,2.3060782,bench
Unknown,48.8793175,2.3060882,bench
Unknown,48.8793561,2.3061138,bench
Unknown,48.8794481,2.3065158,bench
Unknown,48.8798802,2.3075455,bench
Unknown,48.8798675,2.3075747,bench
Unknown,48.8787403,2.3070946,bench
Unknown,48.8798927,2.3100948,bench
Unknown,48.8798656,2.3100657,bench
Unknown,48.8799054,2.3084068,bench
Unknown,48.8797876,2.3097722,bench
Unknown,48.8797588,2.3097584,bench
Unknown,48.8799785,2.309715,bench
Unknown,48.879706,2.309545,bench
Unknown,48.8800199,2.3102311,bench
Unknown,48.8799972,2.3102078,bench
Unknown,48.8797196,2.3095165,bench
Unknown,48.8798192,2.3096318,bench
Unknown,48.8798406,2.3095912,bench
Unknown,48.8799656,2.3095452,bench
Unknown,48.8799448,2.3101487,bench
Unknown,48.8692214,2.3409492,clock
Unknown,48.8711907,2.3364048,clock
Unknown,48.8752175,2.3251524,toilets
Unknown,48.8889303,2.3320165,recycling
Club seniors Arènes de Montmartre,48.8855096,2.3417613,community_centre
Unknown,48.875271,2.2779149,bench
Unknown,48.8754689,2.2780022,bench
Unknown,48.8663981,2.3405713,drinking_water
Unknown,48.8753975,2.2781124,bench
Unknown,48.8753432,2.2778036,bench
BBQ Cadet,48.8765916,2.342608,restaurant
Unknown,48.8583352,2.3585909,bicycle_parking
Unknown,48.8976934,2.3578939,bicycle_parking
Unknown,48.8956652,2.3581884,drinking_water
Semola Pizzeria,48.8488908,2.4003639,restaurant
Folderol,48.8651683,2.3690583,bar
Les Darons Wine Bar,48.8895627,2.3397333,bar
Bamignon,48.879184,2.3149042,restaurant
Auto école Nation,48.8500047,2.3951634,driving_school
Pastelli MARY GELATERIA,48.8669792,2.3629213,ice_cream
Gulato Paris,48.8804166,2.3409815,ice_cream
Ice Mama Paris,48.8690943,2.2850294,ice_cream
Pascal le Glacier Paris,48.8575003,2.2754691,ice_cream
Unknown,48.8393262,2.3824589,bicycle_repair_station
Unknown,48.8410861,2.3441151,bicycle_parking
Poom poom coffee,48.887015,2.3556159,cafe
Unknown,48.840837,2.3447509,bicycle_parking
Unknown,48.8408011,2.344851,bicycle_parking
Unknown,48.8409814,2.3443834,bicycle_parking
Unknown,48.8411319,2.3439991,bicycle_parking
Unknown,48.8410243,2.3442586,bicycle_parking
Unknown,48.8407567,2.3449665,bicycle_parking
Unknown,48.8411481,2.3439519,bicycle_parking
Unknown,48.8407862,2.3448842,bicycle_parking
Unknown,48.8408873,2.344624,bicycle_parking
Unknown,48.8410405,2.3442216,bicycle_parking
Unknown,48.8410701,2.344155,bicycle_parking
Unknown,48.8409468,2.3444655,bicycle_parking
Unknown,48.8412146,2.343772,bicycle_parking
Unknown,48.8409915,2.3443501,bicycle_parking
Unknown,48.8409364,2.3444951,bicycle_parking
Unknown,48.8408494,2.3447198,bicycle_parking
Unknown,48.8407449,2.344997,bicycle_parking
Unknown,48.8409016,2.3445903,bicycle_parking
Unknown,48.8393875,2.3457874,bicycle_parking
Unknown,48.8406094,2.3453398,bicycle_parking
Unknown,48.8399378,2.3272629,bench
Unknown,48.8400113,2.3273007,bench
Unknown,48.8400536,2.3271747,bench
IKEA Restaurant,48.8294503,2.3555072,fast_food
Unknown,48.8309218,2.3443602,bicycle_parking
Unknown,48.8308979,2.3443455,bicycle_parking
Unknown,48.8227131,2.3284907,bicycle_parking
Unknown,48.8225652,2.3291103,waste_basket
Unknown,48.856036,2.4060326,bench
LSM,48.8337272,2.3212638,cafe
Unknown,48.8550877,2.3955116,bench
Unknown,48.8533358,2.3930898,clinic
Unknown,48.8548205,2.3955651,bench
Unknown,48.855244,2.3952189,waste_basket
Unknown,48.8559702,2.3948044,bench
Wave Coffee,48.8490497,2.3904518,hookah_lounge
Chez Lee Korea,48.8490359,2.3905556,restaurant
ESGI,48.8491699,2.3896652,college
Unknown,48.856116,2.4060898,bench
Unknown,48.8560613,2.4066589,bench
Unknown,48.8545079,2.3968792,restaurant
Unknown,48.8558378,2.3947798,bench
Unknown,48.8529891,2.3933345,restaurant
Pho249,48.8500409,2.385897,restaurant
Le jardin des Roos,48.8560193,2.4023674,kindergarten
Unknown,48.8535607,2.3930063,restaurant
Taj Alsultan,48.8505375,2.3822673,restaurant
Unknown,48.8546952,2.3957934,bench
Au Faubourg de l’Orient,48.849701,2.3881283,cafe
Impronta,48.8495817,2.3887896,restaurant
Unknown,48.8557408,2.4015079,recycling
Unknown,48.8554428,2.395208,bench
Unknown,48.8552212,2.3952626,bench
Unknown,48.8418636,2.38947,drinking_water
Unknown,48.8721063,2.3381971,bicycle_parking
PeGast,48.8704884,2.3213346,fast_food
Unknown,48.8800452,2.3088015,waste_basket
Mauroy - Cheminots,48.8980272,2.3579486,bicycle_rental
Symphony,48.8883274,2.3931661,restaurant
Unknown,48.8665494,2.3617735,bench
Unknown,48.8620315,2.3590788,bench
Unknown,48.8253215,2.3694325,public_bookcase
Unknown,48.8767979,2.3466246,public_bookcase
Unknown,48.8625335,2.3596362,waste_basket
Unknown,48.861936,2.3589732,waste_basket
Unknown,48.8661963,2.3613171,waste_basket
Unknown,48.8612589,2.3583131,waste_basket
Unknown,48.8659554,2.3610196,waste_basket
Unknown,48.8617379,2.3587424,waste_basket
Unknown,48.8620764,2.3592337,waste_basket
Unknown,48.8711281,2.3716339,bicycle_parking
Unknown,48.8710296,2.3713203,bicycle_parking
Unknown,48.8708357,2.3706894,bicycle_parking
Unknown,48.8712678,2.3720785,bicycle_parking
Unknown,48.8710658,2.3714259,bicycle_parking
Unknown,48.8722703,2.3733622,bicycle_parking
Unknown,48.8731187,2.3746825,bicycle_parking
Unknown,48.8723346,2.3734964,bicycle_parking
Unknown,48.8730828,2.3744787,bicycle_parking
poké bar,48.8724564,2.3379445,restaurant
Unknown,48.8725426,2.337521,bicycle_parking
Centre Paris Anim,48.8465526,2.3509804,community_centre
Unknown,48.8331381,2.3371722,waste_basket
Unknown,48.8325442,2.3375489,recycling
Unknown,48.8772993,2.3545885,motorcycle_parking
Unknown,48.8773704,2.3539661,recycling
Unknown,48.8773404,2.3539943,vending_machine
Unknown,48.8773759,2.3539223,recycling
Unknown,48.8773773,2.3539025,recycling
Unknown,48.877453,2.3532426,waste_basket
Unknown,48.8773758,2.3539437,recycling
Unknown,48.8447439,2.3522342,waste_basket
Les Amarres,48.8396678,2.3714768,cafe
BurakTravel,48.8279068,2.3459514,post_office
Aides,48.8665687,2.3493431,social_centre
Cabinet médical,48.8657843,2.348848,doctors
Le cercle,48.8664469,2.3491683,courthouse
École dentaire francaise,48.8652651,2.3488036,college
LCL,48.8488104,2.3942111,bank
Unknown,48.8487951,2.3942952,atm
Unknown,48.8259326,2.3433221,public_bookcase
Unknown,48.875936,2.3543945,drinking_water
Unknown,48.8759862,2.3544618,recycling
Unknown,48.8758762,2.3540293,recycling
Unknown,48.879751,2.3070165,bench
Unknown,48.8797345,2.3069888,bench
Unknown,48.8659172,2.3139827,bicycle_parking
Unknown,48.8444453,2.4381472,waste_basket
Unknown,48.8407364,2.4369618,bench
Unknown,48.840817,2.4366447,bench
Unknown,48.8408276,2.4361823,bench
Unknown,48.8409602,2.4350233,bench
Unknown,48.8409818,2.4347164,bench
Unknown,48.8410185,2.4344226,bench
Unknown,48.8408232,2.4379215,bench
Centre de protection maternelle et infantile Léon Séché,48.841698,2.2982611,social_facility
Unknown,48.8412126,2.2981301,waste_basket
Unknown,48.827833,2.385026,bicycle_parking
Unknown,48.8277888,2.384932,bench
Unknown,48.8278296,2.3848907,bench
Unknown,48.8292248,2.3806153,waste_basket
Unknown,48.8745695,2.3019177,bench
Unknown,48.8746176,2.3018407,bench
Unknown,48.8746666,2.3018633,bench
Unknown,48.8747284,2.3019703,bench
Unknown,48.8746714,2.3023097,bench
Unknown,48.8744358,2.3002258,bench
Unknown,48.8744727,2.300563,bench
Unknown,48.8672674,2.3628995,drinking_water
Toyama,48.8741089,2.3457894,restaurant
Unknown,48.8582151,2.3472221,bicycle_parking
Unknown,48.8329716,2.3445616,bicycle_parking
Unknown,48.832641,2.3444928,waste_basket
Unknown,48.8306788,2.3460534,waste_basket
Unknown,48.8319326,2.3443775,bicycle_parking
Unknown,48.833415,2.3446212,waste_basket
Unknown,48.8318885,2.3443713,waste_basket
Unknown,48.8305906,2.3464004,waste_basket
Unknown,48.8266868,2.382653,recycling
Unknown,48.8710944,2.304289,bench
Unknown,48.8712216,2.3038902,bench
Unknown,48.8712818,2.3037017,bench
Unknown,48.8694358,2.3097577,bench
Unknown,48.8706449,2.3057064,waste_basket
Unknown,48.870359,2.3065981,bench
Unknown,48.8699478,2.3078861,bench
Unknown,48.8577064,2.4037725,bicycle_parking
Unknown,48.8797788,2.3112713,bench
Bains-Douches - Rue de Rome,48.8780599,2.3224342,public_bath
Bun mi,48.876347,2.3221655,fast_food
Unknown,48.8510454,2.4026813,bicycle_parking
Marché Couvert des Ternes,48.8811936,2.2921556,marketplace
Unknown,48.8448482,2.4429842,bench
Unknown,48.8448143,2.443001,bench
Unknown,48.844757,2.4430445,bench
Unknown,48.8447327,2.4430939,bench
Unknown,48.84472,2.4431565,bench
Unknown,48.8447196,2.4432145,bench
Unknown,48.8447289,2.4432739,bench
Unknown,48.8447527,2.4433242,bench
Unknown,48.8447718,2.4433526,bench
Unknown,48.8447876,2.4430181,bench
Punto eat,48.8722246,2.3264156,fast_food
Bonvivant Pizza,48.8477639,2.35217,fast_food
Best Pizza 75,48.8488709,2.3540397,fast_food
Le Thiossane,48.848823,2.3540051,restaurant
Unknown,48.8720784,2.3011871,waste_basket
Unknown,48.8721319,2.3010231,waste_basket
Unknown,48.8712885,2.3036806,waste_basket
Unknown,48.87097,2.304679,bench
Unknown,48.8731985,2.2976781,waste_basket
Unknown,48.8742151,2.3756446,bicycle_parking
Ayaman auto,48.8311601,2.319837,car_rental
Unknown,48.8743355,2.375768,bicycle_parking
Grande Loge Féminine de France,48.8547266,2.3839991,place_of_worship
Unknown,48.874123,2.3758763,bicycle_parking
Unknown,48.8741335,2.3760499,bicycle_parking
Crèche Païdou,48.8818646,2.3243701,kindergarten
Carré Pro,48.8799242,2.3239686,post_office
Unknown,48.8741344,2.3761363,bicycle_parking
Unknown,48.8723641,2.2986974,bench
Unknown,48.8723576,2.2987178,waste_basket
Unknown,48.8726398,2.297829,bench
Unknown,48.8727551,2.2974659,bench
Unknown,48.8717748,2.3005564,bench
Unknown,48.871819,2.3007159,waste_basket
Unknown,48.872078,2.2996004,bench
Unknown,48.8719522,2.3002973,waste_basket
Unknown,48.8706869,2.3964518,bench
Unknown,48.8706859,2.3964902,bench
Unknown,48.8707275,2.3965389,bench
Unknown,48.8323306,2.3621222,table
Unknown,48.8323666,2.3621199,table
Unknown,48.8705406,2.3972918,bench
Unknown,48.8705015,2.3973152,bench
Unknown,48.8705705,2.3972439,bench
Unknown,48.8706033,2.3972245,bench
Unknown,48.8706466,2.3971659,bench
Unknown,48.8706643,2.397236,bench
Unknown,48.8707101,2.3971445,bench
Unknown,48.8707192,2.3971762,bench
